ticker,scenario,probability,revenue_growth_y1,terminal_growth,operating_margin,forward_roic,terminal_roic,share_change_rate,sbc_fade_speed,reinvestment_rate_y1,intrinsic_value_per_share,irr_3y,irr_5y,exit_value_per_share,total_return_5y,irr_5y_status,scenario_is_finite
LLY,bear,0.25,0.16033491515305226,0.02,0.2428805385203756,0.3379177248520196,0.06978899419726355,0.0,0.5,0.3914205216088158,329.64340989684996,-0.32369221515691604,-0.1764692343203933,358.6236824530534,-0.598433936191048,valid,True
LLY,base,0.5,0.25,0.025,0.2985125860686211,0.45055696646935944,0.42721588976908,-0.020440752512452705,1.0,0.4549924099640822,733.5690020420832,-0.11705461504752743,-0.024467463544715396,935.8150401053804,-0.11516797046926497,valid,True
LLY,bull,0.25,0.3217320678775582,0.030000000000000002,0.34692212159693625,0.4956126631162954,0.45055696646935944,-0.020440752512452705,1.5,0.5314344727310634,1137.4010899915825,0.018071727677306658,0.07259826297158727,1496.281071744109,0.4136484884314071,valid,True
JNJ,bear,0.25,0.007901292902462026,0.02,0.23403407798614695,0.10731159630223655,0.06808412447624265,0.0,0.5,0.09617818276508588,107.79547730487606,-0.18863550532551016,-0.0988664653355954,113.2977765850399,-0.37988307599574056,valid,True
JNJ,base,0.5,0.04851464252177062,0.025,0.26112666111616145,0.14308212840298207,0.13929472920468172,-0.030432749331555643,1.0,0.3061997644738935,168.68193290607937,-0.055184766688034834,-0.00733815197600049,214.0144434272394,-0.035649632033298406,valid,True
JNJ,bull,0.25,0.0810053222172175,0.030000000000000002,0.2823243098714786,0.15739034124328027,0.14308212840298207,-0.030432749331555643,1.5,0.4498640590932511,216.33533856165596,0.027821121175657052,0.049811492851586106,283.7686262125649,0.2714497228359969,valid,True
ORCL,bear,0.25,0.05592221020540841,0.02,0.251666243476154,0.06300015151378047,0.11104261116552999,0.008642336224507238,0.5,0.7736135071622166,3.4696125700719187,-0.5896549732191488,-0.36005831356451384,17.60802071836409,-0.8927628559986319,valid,True
ORCL,base,0.5,0.12868123375986662,0.025,0.30822780689561535,0.08400020201837397,0.11104261116552999,0.008642336224507238,1.0,1.2,21.051593502432652,-0.4288689203414833,-0.22248838661471382,51.010376670763165,-0.7331317173263977,valid,True
ORCL,bull,0.25,0.18688845260343318,0.030000000000000002,0.3467996543656141,0.09240022222021137,0.11104261116552999,0.008642336224507238,1.5,1.2,37.496986497185034,-0.3360660114849452,-0.15517409081512595,80.54094350244573,-0.5894546478995871,valid,True
CAT,bear,0.25,-0.023653246751513313,0.02,0.12003485664963257,0.21963604921949026,0.11772878639292443,0.0,0.5,0.0,37.785012044139286,-0.6232907437159154,-0.4299830330281111,35.75819100384584,-0.9057790721379708,valid,True
CAT,base,0.5,0.09199496374900651,0.025,0.15281852143765806,0.29284806562598703,0.24113534246846363,-0.04292763131386844,1.0,0.26838480503943163,124.30901979515328,-0.4362644693239417,-0.257640112482477,162.23962401552419,-0.7459633933263785,valid,True
CAT,bull,0.25,0.18451353214942237,0.030000000000000002,0.17654081199703764,0.3221328721885858,0.2761591983150762,-0.04292763131386844,1.5,0.4768554810190552,218.37333541515804,-0.32733349665359135,-0.1640952411238686,305.4932245527126,-0.5707670408766635,valid,True
ABBV,bear,0.25,0.0073425138962416175,0.02,0.21689286720187845,0.12867637359013256,0.06719431863688335,0.0,0.5,0.07673522995328237,72.52463057093462,-0.2784896040102467,-0.16010687334346588,75.82058249531467,-0.5510413530209316,valid,True
ABBV,base,0.5,0.09861846589715428,0.025,0.28007514501636444,0.17156849812017677,0.15563056091307786,-0.0032457714736442507,1.0,0.4889870438742114,179.1073525345129,-0.019300323753850504,0.023258999525569403,218.2615938143754,0.11709100941537098,valid,True
ABBV,bull,0.25,0.1716392274978844,0.030000000000000002,0.33264117445900515,0.18872534793219448,0.17156849812017677,-0.0032457714736442507,1.5,0.7593647783327795,299.1617418483959,0.1504899396502879,0.13624538649164608,380.31129662766716,0.8698965634940301,valid,True
UNH,bear,0.25,-0.01174319540039287,0.02,0.06595184731719558,0.02,0.07198906587737698,0.0,0.5,0.0,262.2331703730671,-0.04934778733586424,-0.02470640579122116,314.11154979605806,-0.10844196976575671,valid,True
UNH,base,0.5,0.046575389417034097,0.025,0.08231835080659637,0.02,0.07198906587737698,-0.017294520754512124,1.0,1.2,310.60017874734194,0.02287186067696896,0.019087226290139404,498.2776919341445,0.10301225752128285,valid,True
UNH,bull,0.25,0.09323025727097567,0.030000000000000002,0.09427794138556603,0.022000000000000002,0.07198906587737698,-0.017294520754512124,1.5,1.2,430.59409610699316,0.12126785062719136,0.08415095716482028,677.5669240950436,0.5185095189312996,valid,True
PG,bear,0.25,-0.006669562155950881,0.02,0.177430662328731,0.1610544452271452,0.06760635133682497,0.0,0.5,0.0,67.6266179169109,-0.19571316333021968,-0.10453900600550692,68.21726818597448,-0.39308299444524064,valid,True
PG,base,0.5,0.03444286654229922,0.025,0.22124866058976383,0.21473926030286028,0.20162971811398653,-0.017946253711279985,1.0,0.15159916816294333,127.23040278915992,0.0054965334187727696,0.03016520816599953,154.6792361481516,0.15370524058332857,valid,True
PG,bull,0.25,0.0673328095008993,0.030000000000000002,0.25879094059316804,0.23621318633314634,0.21473926030286028,-0.017946253711279985,1.5,0.253441598794939,181.43052322485644,0.13364185687387364,0.11353232610854322,229.38538943260124,0.6824825656988389,valid,True
KO,bear,0.25,-0.034630792146224804,0.02,0.23258445958840612,0.2011949205691302,0.06735309731613001,0.0,0.5,0.0,23.337826628232477,-0.30728970691561697,-0.18600964311044657,23.181351429051308,-0.6071784237015598,valid,True
KO,base,0.5,0.03319762756815581,0.025,0.2667444120505345,0.2682598940921736,0.2502184637416849,-0.0035879799269461386,1.0,0.11764003024500316,47.97646917427037,-0.10903101310832422,-0.04383356911712324,55.86480832775705,-0.19132568732890876,valid,True
KO,bull,0.25,0.08746036333966029,0.030000000000000002,0.29331015110158415,0.295085883501391,0.2682598940921736,-0.0035879799269461386,1.5,0.2574446793940589,69.81997310643304,0.0052621261449531005,0.03635346547816883,84.92807648317836,0.18672031878312567,valid,True
HD,bear,0.25,-0.003455858558602108,0.02,0.1272747610019064,0.02568121679742428,0.08621112505737667,0.0,0.5,0.048101815535555544,113.0006245987279,-0.21739405910484494,-0.13003056359011678,140.7966956696841,-0.4685260296029612,valid,True
