ticker,name,sector,industry,final_bucket,decision_stage,decision_reason,rank,eligible,robust_return,expected_irr,median_irr,p10_irr,worst_case_hurdle_gap,business_quality,model_confidence,data_confidence,evidence_confidence,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,157,False,-0.2883958165495828,0.04720548144576778,0.08576715053262052,-0.1683958165495828,0.2883958165495828,0.2635723426046663,0.6,0.8,0.48,False,
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,160,False,-0.2913950849083631,-0.03199203276517436,-0.01808945007287545,-0.17139508490836305,0.2913950849083631,0.9387,0.58716,0.85,0.499086,False,
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,137,False,-0.2684851299986728,-0.06732146231783559,-0.05369407362685652,-0.1484851299986728,0.2684851299986728,0.5899339399080994,0.6,0.8,0.48,False,
V,Visa Inc.,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3382,1.0,,,
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,95,False,-0.21236161111475663,-0.008450438692307185,0.000338918826309992,-0.09236161111475663,0.21236161111475663,0.9497,0.9162,1.0,0.9162,False,
ORCL,Oracle Corporation,Technology,Software - Infrastructure,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,267,False,-0.47179137409431854,-0.23140714303517596,-0.2138575711462181,-0.35179137409431854,0.47179137409431854,0.7109,0.71307,1.0,0.71307,False,
CAT,Caterpillar Inc.,Industrials,Agricultural - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,287,False,-0.5572531145330868,-0.2860825967254641,-0.2665525235213863,-0.4372531145330868,0.5572531145330868,0.7043,0.6439,1.0,0.6439,False,
MA,Mastercard Incorporated,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,172,False,-0.30275612012139963,-0.09005216966493959,-0.07400665003340157,-0.18275612012139963,0.30275612012139963,0.5354501514449488,0.6,0.8,0.48,False,
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,147,False,-0.2753697501105489,0.011309939249622435,0.029009456333005827,-0.15536975011054893,0.2753697501105489,0.8476,0.638,1.0,0.638,False,
GE,GE Aerospace,Industrials,Aerospace & Defense,hard_filter_rejected,step2_hard_filters,security_type,,,,,,,,,,,,,
UNH,UnitedHealth Group Incorporated,Healthcare,Medical - Healthcare Plans,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,47,False,-0.13881423268641807,0.030249340342561507,0.024808746433700457,-0.018814232686418075,0.13881423268641807,0.7434,0.666711,1.0,0.666711,False,
MS,Morgan Stanley,Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,102,False,-0.22415250670048403,0.01790361408784523,0.03076884045731279,-0.10415250670048404,0.22415250670048403,0.9111,0.8372,1.0,0.8372,False,
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3137,1.0,,,
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,170,False,-0.3022630026261322,-0.05489175665134096,-0.03929570410400626,-0.1822630026261322,0.3022630026261322,0.9104,0.8098,1.0,0.8098,False,
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,122,False,-0.25249696850543835,-0.0972241157542157,-0.09953832144674377,-0.13249696850543835,0.25249696850543835,0.9638,0.7692300000000001,1.0,0.7692300000000001,False,
GS,"The Goldman Sachs Group, Inc.",Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
GEV,GE Vernova Inc.,Utilities,Renewable Utilities,hard_filter_rejected,step2_hard_filters,listing_age,,,,,,,,,,,,,
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,158,False,-0.2908036843279842,0.031166557145479622,0.053329671267420074,-0.1708036843279842,0.2908036843279842,0.7954,0.6752,1.0,0.6752,False,
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,98,False,-0.22089709131862031,0.007116414492338694,0.02073972275538839,-0.10089709131862032,0.22089709131862031,0.9783,0.8815,1.0,0.8815,False,
DELL,Dell Technologies Inc.,Technology,Computer Hardware,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,280,False,-0.4977895479826838,-0.2198829688451951,-0.20590006224520035,-0.3777895479826838,0.4977895479826838,0.6976,0.5747399999999999,1.0,0.5747399999999999,False,
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,134,False,-0.26420605657518703,-0.04214505462440099,-0.024859603151794474,-0.14420605657518704,0.26420605657518703,0.5206073580861041,0.6,0.8,0.48,False,
RTX,RTX Corporation,Industrials,Aerospace & Defense,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,274,False,-0.4870069752261042,-0.17317950629658296,-0.14972384755965318,-0.3670069752261042,0.4870069752261042,0.4497,0.55728,1.0,0.55728,False,
C,Citigroup Inc.,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,263,False,-0.46394613746504865,-0.1801172658669741,-0.1490100824079046,-0.34394613746504865,0.46394613746504865,0.27231741165201934,0.6,0.8,0.48,False,
IBM,International Business Machines Corporation,Technology,Information Technology Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,251,False,-0.43006280804867847,-0.13095146285559164,-0.1066686076461337,-0.3100628080486785,0.43006280804867847,0.7576,0.7056,0.85,0.59976,False,
AXP,American Express Company,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,208,False,-0.35827580512734125,-0.16012463125953214,-0.15384316894924266,-0.23827580512734126,0.35827580512734125,0.9218,0.502281,1.0,0.502281,False,
APH,Amphenol Corporation,Technology,"Hardware, Equipment & Parts",research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,215,False,-0.37230684998095964,-0.14348116825713073,-0.13223111962433898,-0.25230684998095965,0.37230684998095964,0.8635,0.5975100000000001,0.85,0.5078835,False,
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,124,False,-0.2539548447082051,0.0017451671032177249,0.019284916773904145,-0.13395484470820512,0.2539548447082051,0.9395,0.7364700000000001,1.0,0.7364700000000001,False,
VZ,Verizon Communications Inc.,Communication Services,Telecommunications Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,60,False,-0.16244050222914663,0.0012023407762171943,-0.010057306161615969,-0.04244050222914663,0.16244050222914663,0.7606,0.6580683,1.0,0.6580683,False,
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel - Retail,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,201,False,-0.34718700707482636,-0.07659685098115002,-0.06348506339127193,-0.22718700707482636,0.34718700707482636,0.9153,0.541,1.0,0.541,False,
NEE,"NextEra Energy, Inc.",Utilities,Regulated Electric,hard_filter_rejected,step2_hard_filters,interest_coverage;excessive_leverage,,,,,,,,,,,,,
DIS,The Walt Disney Company,Communication Services,Entertainment,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,288,False,-0.5589655925275291,-0.12395278487674653,-0.07133621642715296,-0.4389655925275291,0.5589655925275291,0.4227,0.6219,1.0,0.6219,False,
BA,The Boeing Company,Industrials,Aerospace & Defense,hard_filter_rejected,step2_hard_filters,interest_coverage;negative_ebitda_with_debt;severe_dilution;earnings_cash_mismatch,,,,,,,,,,,,,
TMO,Thermo Fisher Scientific Inc.,Healthcare,Medical - Diagnostics & Research,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,236,False,-0.41321720402949713,-0.17253916775407555,-0.16630218812933883,-0.29321720402949714,0.41321720402949713,0.6345,0.549747,1.0,0.549747,False,
GLW,Corning Incorporated,Technology,"Hardware, Equipment & Parts",research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,302,False,-0.7852950646996032,-0.4330554852222121,-0.3889294947541202,-0.6652950646996032,0.7852950646996032,0.207,0.48987,1.0,0.48987,False,
ETN,Eaton Corporation plc,Industrials,Industrial - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,284,False,-0.5261364914639854,-0.2286488722042122,-0.20363948956655797,-0.4061364914639854,0.5261364914639854,0.6056,0.7017,1.0,0.7017,False,
BLK,"BlackRock, Inc.",Financial Services,Asset Management,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
SCHW,The Charles Schwab Corporation,Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
DE,Deere & Company,Industrials,Agricultural - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,329,False,-1.0699999999999998,-0.3863485226986086,-0.2503341023053509,-0.95,1.0699999999999998,0.5075,0.50175,1.0,0.50175,True,bear
ABT,Abbott Laboratories,Healthcare,Medical - Devices,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,185,False,-0.32461637542466626,-0.11663434253568991,-0.1128975302795879,-0.2046163754246663,0.32461637542466626,0.7319,0.601263,1.0,0.601263,False,
T,AT&T Inc.,Communication Services,Telecommunications Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,316,False,-1.0699999999999998,-0.18751021582284008,0.014585551596246684,-0.95,1.0699999999999998,0.5242,0.6327,1.0,0.6327,True,bear
UNP,Union Pacific Corporation,Industrials,Railroads,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,159,False,-0.29129503460892014,-0.08029534660090575,-0.07031274803157425,-0.17129503460892015,0.29129503460892014,0.8552,0.8266,0.85,0.70261,False,
BX,Blackstone Inc.,Financial Services,Asset Management,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
