ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997116682.0001197,0.974,333316164458.95996,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,334.28,2026-06-18,333316164459.0,1579455098.5639393,True
MRK,"Merck & Co., Inc.",NYSE,common_stock,False,1978-01-13,Healthcare,Drug Manufacturers - General,US,2469824414.999561,0.218,281238906136.05,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,113.87,2026-06-18,281238906136.0,1223571825.9851515,True
PM,Philip Morris International Inc.,NYSE,common_stock,False,2008-03-17,Consumer Defensive,Tobacco,US,1558558845.997758,0.408,278046898126.4,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,178.4,2026-06-18,278046898126.0,859276699.5445455,True
DELL,Dell Technologies Inc.,NYSE,common_stock,False,2016-08-17,Technology,Computer Hardware,US,664250943.0,1.378,272010761158.5,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,409.5,2026-06-18,272010761158.5,2925316431.4736366,True
RTX,RTX Corporation,NYSE,common_stock,False,1952-09-15,Industrials,Aerospace & Defense,US,1346680000.0,0.306,249943808000.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,185.6,2026-06-18,249943808000.0,1038081171.3000001,True
IBM,International Business Machines Corporation,NYSE,common_stock,False,1915-09-24,Technology,Information Technology Services,US,939885000.0,0.665,234125353500.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,249.1,2026-06-18,234125353500.0,2143402781.2748487,True
ANET,"Arista Networks, Inc.",NYSE,common_stock,False,2014-06-06,Technology,Computer Hardware,US,1259169437.997289,1.611,213643278545.46,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,169.67,2026-06-18,213643278545.0,1474205734.3024244,True
APH,Amphenol Corporation,NYSE,common_stock,False,1991-11-08,Technology,"Hardware, Equipment & Parts",US,1230230000.0,1.275,201708510800.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,163.96,2026-06-18,201708510800.0,1399864917.5048485,True
MCD,McDonald's Corporation,NYSE,common_stock,False,1965-04-21,Consumer Cyclical,Restaurants,US,710506000.0,0.414,197954076660.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,278.61,2026-06-18,197954076660.0,1140301581.20303,True
VZ,Verizon Communications Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,4175560000.0,0.22,189445157200.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,45.37,2026-06-18,189445157200.0,1204510328.5633333,True
TJX,"The TJX Companies, Inc.",NYSE,common_stock,False,1987-06-26,Consumer Cyclical,Apparel - Retail,US,1104704446.0017092,0.619,180961635299.26,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,163.81,2026-06-18,180961635299.53998,870044333.4390908,True
DIS,The Walt Disney Company,NYSE,common_stock,False,1957-11-12,Communication Services,Entertainment,US,1736511423.9965348,1.394,180406171839.36002,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,103.89,2026-06-18,180406171839.0,956899878.9866667,True
TMO,Thermo Fisher Scientific Inc.,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Diagnostics & Research,US,371621000.0,0.874,172658832810.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,464.61,2026-06-18,172658832810.0,1065870887.5536363,True
GLW,Corning Incorporated,NYSE,common_stock,False,1981-12-31,Technology,"Hardware, Equipment & Parts",US,860637825.0,1.155,167755524849.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,194.92,2026-06-18,167755524849.0,2392926643.131212,True
ETN,Eaton Corporation plc,NYSE,common_stock,False,1972-06-01,Industrials,Industrial - Machinery,US,388300000.0,1.192,163773291000.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,421.77,2026-06-18,163773291000.0,985675868.1763636,True
DE,Deere & Company,NYSE,common_stock,False,1972-06-01,Industrials,Agricultural - Machinery,US,269937425.0,0.928,159057928307.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,589.24,2026-06-18,159057928307.0,769438831.3621212,True
ABT,Abbott Laboratories,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Devices,US,1741810000.0,0.62,153993422100.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,88.41,2026-06-18,153993422100.0,1230384598.0581818,True
T,AT&T Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,6948339999.999999,0.395,152932963400.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,22.01,2026-06-18,152932963400.0,1076123275.4866667,True
UNP,Union Pacific Corporation,NYSE,common_stock,False,1980-01-02,Industrials,Railroads,US,593713000.0,0.974,152512995440.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,256.88,2026-06-18,152512995440.0,813787030.5933334,True
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599012.9955332,1.12,145830313291.32,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,71.64,2026-06-18,145830313291.0,1304233951.3951516,True
PFE,Pfizer Inc.,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,5699440000.0,0.295,143682882400.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,25.21,2026-06-18,143682882400.0,978244911.6442425,True
COP,ConocoPhillips,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Exploration & Production,US,1218294006.9983294,0.106,131258996314.18,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,107.74,2026-06-18,131258996314.0,1022827813.178788,True
VRT,Vertiv Holdings Co,NYSE,common_stock,False,2018-08-02,Industrials,Electrical Equipment & Parts,US,384108816.0006005,2.037,127927441168.8,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,333.05,2026-06-18,127927441169.0,1829361256.3754544,True
CVS,CVS Health Corporation,NYSE,common_stock,False,1996-11-20,Healthcare,Medical - Healthcare Plans,US,1275927306.997559,0.623,125449172824.23999,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,98.32,2026-06-18,125449172824.0,760092059.7184849,True
DHR,Danaher Corporation,NYSE,common_stock,False,1978-12-29,Healthcare,Medical - Diagnostics & Research,US,707770627.0023142,0.834,125395721985.59,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,177.17,2026-06-18,125395721986.0,846571615.3403031,True
LOW,"Lowe's Companies, Inc.",NYSE,common_stock,False,1980-03-17,Consumer Cyclical,Home Improvement,US,560707000.0,0.857,124589095400.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,222.2,2026-06-18,124589095400.0,684079722.6721212,True
CRM,"Salesforce, Inc.",NYSE,common_stock,False,2004-06-23,Technology,Software - Application,US,819000000.0,1.151,124307820000.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,151.78,2026-06-18,124307820000.0,2693318978.837576,True
PH,Parker-Hannifin Corporation,NYSE,common_stock,False,1980-03-17,Industrials,Industrial - Machinery,US,126086388.99996853,1.138,120194372042.03,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,953.27,2026-06-18,120194372042.0,684409889.1963636,True
SYK,Stryker Corporation,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Devices,US,383360762.00129956,0.785,117998442543.6,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,307.8,2026-06-18,117998442544.00002,785059817.7175758,True
LMT,Lockheed Martin Corporation,NYSE,common_stock,False,1977-01-03,Industrials,Aerospace & Defense,US,230563608.00078285,0.106,117806475507.59999,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,510.95,2026-06-18,117806475508.0,760169685.4239395,True
MO,"Altria Group, Inc.",NYSE,common_stock,False,1985-07-01,Consumer Defensive,Tobacco,US,1669891234.9971063,0.501,115422882163.20001,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,69.12,2026-06-18,115422882163.0,657795217.650303,True
BMY,Bristol-Myers Squibb Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,2042070000.0,0.238,110271780000.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,54.0,2026-06-18,110271780000.0,660370388.9315152,True
TT,Trane Technologies plc,NYSE,common_stock,False,1980-03-17,Industrials,Construction,US,221055477.00041375,1.212,106858217581.79999,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,483.4,2026-06-18,106858217582.0,626023253.2327273,True
PWR,"Quanta Services, Inc.",NYSE,common_stock,False,1998-02-12,Industrials,Engineering & Construction,US,150060000.0,1.215,105379635000.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,702.25,2026-06-18,105379635000.0,782906129.9772727,True
SO,The Southern Company,NYSE,common_stock,False,1981-12-31,Utilities,Regulated Electric,US,1127300000.0,0.339,104940357000.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,93.09,2026-06-18,104940357000.0,528397010.49818176,True
MDT,Medtronic plc,NYSE,common_stock,False,1973-05-02,Healthcare,Medical - Devices,US,1283890000.0,0.597,101863832600.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,79.34,2026-06-18,101863832600.0,858834079.2472727,True
CMI,Cummins Inc.,NYSE,common_stock,False,1947-10-03,Industrials,Industrial - Machinery,US,137989067.0005301,1.24,98918842569.62,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,716.86,2026-06-18,98918842570.0,636740725.7584848,True
FCX,Freeport-McMoRan Inc.,NYSE,common_stock,False,1995-07-10,Basic Materials,Copper,US,1437559865.0018203,1.359,98731611528.20001,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,68.68,2026-06-18,98731611528.32503,933423513.25,True
NOW,"ServiceNow, Inc.",NYSE,common_stock,False,2012-06-29,Technology,Software - Application,US,1031307999.9999999,0.927,98015512320.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,95.04,2026-06-18,98015512320.0,2894503459.0457573,True
GD,General Dynamics Corporation,NYSE,common_stock,False,1978-01-13,Industrials,Aerospace & Defense,US,270430187.0003714,0.341,94653269751.87,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,350.01,2026-06-18,94653269751.99998,489606475.06424236,True
WMB,"The Williams Companies, Inc.",NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Midstream,US,1222998265.0027351,0.601,89425633136.8,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,73.12,2026-06-18,89425633137.0,473122411.46090907,True
UPS,"United Parcel Service, Inc.",NYSE,common_stock,False,1999-11-10,Industrials,Integrated Freight & Logistics,US,850006223.0,1.037,89131655165.28,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,104.86,2026-06-18,89131652543.78,635901143.0284848,True
JCI,Johnson Controls International plc,NYSE,common_stock,False,1987-09-28,Industrials,Industrial - Machinery,US,610115602.9968237,1.337,88356941626.45999,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,144.82,2026-06-18,88356941626.0,514221112.15090907,True
MCK,McKesson Corporation,NYSE,common_stock,False,1994-11-10,Healthcare,Medical - Distribution,US,117078000.0,0.315,87882259140.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,750.63,2026-06-18,87882259140.0,876405404.910606,True
WM,"Waste Management, Inc.",NYSE,common_stock,False,1988-06-22,Industrials,Waste Management,US,401576000.0,0.457,86178209600.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,214.6,2026-06-18,86178209600.0,471094836.9066667,True
EMR,Emerson Electric Co.,NYSE,common_stock,False,1972-06-01,Industrials,Industrial - Machinery,US,560100000.0,1.246,84384666000.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,150.66,2026-06-18,84384666000.0,409146173.1378788,True
ELV,Elevance Health Inc.,NYSE,common_stock,False,2001-10-30,Healthcare,Medical - Healthcare Plans,US,217162380.0,0.682,84367584630.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,388.5,2026-06-18,84367584630.0,623183119.7409091,True
RCL,Royal Caribbean Cruises Ltd.,NYSE,common_stock,False,1993-04-28,Consumer Cyclical,Travel Services,US,268195000.0,1.784,83813619450.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,312.51,2026-06-18,83813619450.0,789497760.1390909,True
MMM,3M Company,NYSE,common_stock,False,1946-01-14,Industrials,Conglomerates,US,521567261.0024907,1.095,83763702116.59999,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,160.6,2026-06-18,83763702117.0,566522928.5109091,True
HCA,"HCA Healthcare, Inc.",NYSE,common_stock,False,2011-03-10,Healthcare,Medical - Care Facilities,US,221839800.0,1.134,83227637766.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,375.17,2026-06-18,83227637766.0,604089020.7957577,True
HLT,Hilton Worldwide Holdings Inc.,NYSE,common_stock,False,2013-12-12,Consumer Cyclical,Travel Lodging,US,227648371.99862403,1.053,79412858088.48,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,348.84,2026-06-18,79412858088.0,519089966.37363636,True
SHW,The Sherwin-Williams Company,NYSE,common_stock,False,1980-03-17,Basic Materials,Chemicals - Specialty,US,246635621.00127807,1.126,79118240860.59001,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,320.79,2026-06-18,79118240861.0,645175351.120909,True
FDX,FedEx Corporation,NYSE,common_stock,False,1978-04-12,Industrials,Integrated Freight & Logistics,US,238606755.99938688,1.299,77833523807.2,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,326.2,2026-06-18,77833523807.0,648710708.8418181,True
ITW,Illinois Tool Works Inc.,NYSE,common_stock,False,1973-03-13,Industrials,Industrial - Machinery,US,287700000.0,1.03,75978693000.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,264.09,2026-06-18,75978693000.0,362532016.030303,True
ECL,Ecolab Inc.,NYSE,common_stock,False,1957-01-01,Basic Materials,Chemicals - Specialty,US,281437501.9991082,0.913,75740460538.24,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,269.12,2026-06-18,75740460538.0,442990450.1257576,True
CRH,CRH plc,NYSE,common_stock,False,1989-07-13,Basic Materials,Construction Materials,US,668200216.0014384,1.187,74330592027.84,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,111.24,2026-06-18,74330592028.0,564724395.8275758,True
NOC,Northrop Grumman Corporation,NYSE,common_stock,False,1981-12-31,Industrials,Aerospace & Defense,US,142033000.0,-0.121,74070209500.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,521.5,2026-06-18,74070209500.0,527000931.97727275,True
CI,Cigna Corporation,NYSE,common_stock,False,1982-03-31,Healthcare,Medical - Healthcare Plans,US,264531999.00096682,0.302,73875851360.73,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,279.27,2026-06-18,73875851361.0,451815154.9148485,True
SLB,SLB N.V.,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Equipment & Services,US,1495057660.9898107,0.708,71897322917.49,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,48.09,2026-06-18,71897322917.0,838962667.2484848,True
CL,Colgate-Palmolive Company,NYSE,common_stock,False,1973-05-02,Consumer Defensive,Household & Personal Products,US,800189310.002235,0.322,71600939458.8,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,89.48,2026-06-18,71600939459.0,491250750.1818182,True
GM,General Motors Company,NYSE,common_stock,False,2010-11-18,Consumer Cyclical,Auto - Manufacturers,US,901665195.0056753,1.3,71493033311.55,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,79.29,2026-06-18,71493033312.0,607181072.0354545,True
MPC,Marathon Petroleum Corporation,NYSE,common_stock,False,2011-06-24,Energy,Oil & Gas Refining & Marketing,US,291937000.0,0.522,70914416670.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,242.91,2026-06-18,70914416670.0,590951906.2484848,True
KMI,"Kinder Morgan, Inc.",NYSE,common_stock,False,2011-02-11,Energy,Oil & Gas Midstream,US,2224825757.0117126,0.539,70282245663.63,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,31.59,2026-06-18,70282245664.0,379689399.62030303,True
VLO,Valero Energy Corporation,NYSE,common_stock,False,1982-01-04,Energy,Oil & Gas Refining & Marketing,US,296933000.0,0.553,70165267900.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,236.3,2026-06-18,70165267900.0,799598822.2563636,True
FIX,"Comfort Systems USA, Inc.",NYSE,common_stock,False,1997-06-27,Industrials,Engineering & Construction,US,35202400.0,1.67,69257553784.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,1967.41,2026-06-18,69257553784.0,744616028.5593939,True
EOG,"EOG Resources, Inc.",NYSE,common_stock,False,1989-10-04,Energy,Oil & Gas Exploration & Production,US,532629000.00000006,0.256,69231117420.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,129.98,2026-06-18,69231117420.0,573615471.7530303,True
URI,"United Rentals, Inc.",NYSE,common_stock,False,1997-12-18,Industrials,Rental & Leasing Services,US,62646600.0,1.82,67458485346.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,1076.81,2026-06-18,67458485346.0,502793771.6851515,True
NSC,Norfolk Southern Corporation,NYSE,common_stock,False,1982-06-02,Industrials,Railroads,US,224594000.99973342,1.272,67396167820.079994,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,300.08,2026-06-18,67396167820.0,402902871.9942424,True
BSX,Boston Scientific Corporation,NYSE,common_stock,False,1992-05-19,Healthcare,Medical - Devices,US,1486355179.0019872,0.559,67317026056.909996,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,45.29,2026-06-18,67317026057.0,1082953022.851515,True
NKE,"NIKE, Inc.",NYSE,common_stock,False,1980-12-02,Consumer Cyclical,Apparel - Footwear & Accessories,US,1478375505.0,1.116,66822572826.00001,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,45.2,2026-06-18,66822572826.00001,1056784193.0884848,True
PSX,Phillips 66,NYSE,common_stock,False,2012-04-12,Energy,Oil & Gas Refining & Marketing,US,400935020.00120384,0.674,66611344222.799995,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,166.14,2026-06-18,66611344223.0,475525109.8430303,True
MSI,"Motorola Solutions, Inc.",NYSE,common_stock,False,1980-03-17,Technology,Communication Equipment,US,165996000.0,0.89,65596639320.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,395.17,2026-06-18,65596639320.0,499445167.5324242,True
GWW,"W.W. Grainger, Inc.",NYSE,common_stock,False,1973-02-21,Industrials,Industrial - Distribution,US,47213119.000153795,1.052,64465264813.79,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,1365.41,2026-06-18,64465264814.0,338373691.9869697,True
TEL,TE Connectivity Ltd.,NYSE,common_stock,False,2007-06-14,Technology,"Hardware, Equipment & Parts",US,291895798.9983459,1.163,63528201694.35999,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,217.64,2026-06-18,63528201694.0,572074358.9060607,True
RSG,"Republic Services, Inc.",NYSE,common_stock,False,1998-07-01,Industrials,Waste Management,US,307664087.0010735,0.415,63052677989.78,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,204.94,2026-06-18,63052677990.0,380250373.40212125,True
HPE,Hewlett Packard Enterprise Company,NYSE,common_stock,False,2015-10-19,Technology,Computer Hardware,US,1324203521.0082262,1.448,62780488930.60999,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,47.41,2026-06-18,62780488931.0,1080847856.672727,True
KEYS,"Keysight Technologies, Inc.",NYSE,common_stock,False,2014-10-20,Technology,"Hardware, Equipment & Parts",US,170895368.00120988,1.221,62149518480.560005,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,363.67,2026-06-18,62149518481.0,501037000.17454547,True
CIEN,Ciena Corporation,NYSE,common_stock,False,1997-02-07,Technology,Communication Equipment,US,141552922.00037363,1.244,60615792258.840004,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,428.22,2026-06-18,60615792259.0,1448557013.1575756,True
CARR,Carrier Global Corporation,NYSE,common_stock,False,2020-03-19,Industrials,Industrial - Machinery,US,830580423.0051525,1.337,59643980175.630005,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,71.81,2026-06-18,59643980176.0,434098550.6272727,True
TGT,Target Corporation,NYSE,common_stock,False,1967-10-18,Consumer Defensive,Discount Stores,US,454190999.99999994,0.991,59380931340.00001,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,130.74,2026-06-18,59380931340.0,663884492.4951515,True
NUE,Nucor Corporation,NYSE,common_stock,False,1980-03-17,Basic Materials,Steel,US,227741000.0,1.906,55530088030.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,243.83,2026-06-18,55530088030.0,376305970.8748485,True
TRGP,Targa Resources Corp.,NYSE,common_stock,False,2010-12-07,Energy,Oil & Gas Midstream,US,214644000.0,0.71,55502645520.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,258.58,2026-06-18,55502645520.0,311522939.34999996,True
DAL,"Delta Air Lines, Inc.",NYSE,common_stock,False,2007-05-03,Industrials,"Airlines, Airports & Air Services",US,656994339.997624,1.313,55305783541.200005,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,84.18,2026-06-18,55305783540.99999,687229866.8093939,True
LHX,"L3Harris Technologies, Inc.",NYSE,common_stock,False,1981-12-31,Industrials,Aerospace & Defense,US,186295000.0,0.746,54923491900.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,294.82,2026-06-18,54923491900.0,442377947.59999996,True
AME,"AMETEK, Inc.",NYSE,common_stock,False,1984-07-19,Industrials,Electrical Equipment & Parts,US,229203000.0,1.004,54417376260.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,237.42,2026-06-18,54417376260.0,301296716.53969693,True
COR,"Cencora, Inc.",NYSE,common_stock,False,1995-04-04,Healthcare,Medical - Distribution,US,194561060.00073576,0.588,52887532939.799995,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,271.83,2026-06-18,52887532940.0,518230409.32909095,True
ROK,"Rockwell Automation, Inc.",NYSE,common_stock,False,1981-12-31,Industrials,Industrial - Machinery,US,111274000.0,1.561,52720508460.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,473.79,2026-06-18,52720508460.0,299537159.36545455,True
CTVA,"Corteva, Inc.",NYSE,common_stock,False,2019-05-24,Basic Materials,Agricultural Inputs,US,668820000.0,0.572,52562563800.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,78.59,2026-06-18,52562563800.0,322763960.35999995,True
BDX,"Becton, Dickinson and Company",NYSE,common_stock,False,1973-02-21,Healthcare,Medical - Instruments & Supplies,US,362295101.00013894,0.278,52163248642.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,143.98,2026-06-18,52163248642.0,421735301.44575757,True
CAH,"Cardinal Health, Inc.",NYSE,common_stock,False,1983-08-04,Healthcare,Medical - Distribution,US,234206000.0,0.526,51939864620.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,221.77,2026-06-18,51939864620.0,455052277.590303,True
OXY,Occidental Petroleum Corporation,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Exploration & Production,US,994634701.0034735,0.124,51541970205.82,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,51.82,2026-06-18,51541970206.0,787450357.3975757,True
EW,Edwards Lifesciences Corporation,NYSE,common_stock,False,2000-03-27,Healthcare,Medical - Devices,US,575800000.0,0.866,50301888000.0,2026-06-18,fmp:company-screener,2026-06-22T07:51:49.185425+00:00,87.36,2026-06-18,50301888000.0,417230187.2369697,True
