ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941741000.0000001,0.506,1104530349260.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,1172.86,2026-08-28,1104530349260.0,3431326713.7665625,True
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144460000.0000005,0.162,649436882000.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,156.7,2026-08-28,649436882000.0,2366997854.7959375,True
JNJ,Johnson & Johnson,NYSE,common_stock,False,1962-01-02,Healthcare,Drug Manufacturers - General,US,2409898416.001343,0.231,645949171425.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,268.04,2026-08-28,645949171425.0,1986488120.4396875,True
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792820.999687,0.28,451380229909.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,255.48,2026-08-28,451380229909.0,1738629127.6578124,True
ORCL,Oracle Corporation,NYSE,common_stock,False,1986-03-12,Technology,Software - Infrastructure,US,2880470000.0,1.718,434144438400.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,150.72,2026-08-28,434144438400.0,4678984369.956563,True
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.488,402064208000.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,201.88,2026-08-28,402064208000.0,1618693142.7803125,True
KO,The Coca-Cola Company,NYSE,common_stock,False,1962-01-02,Consumer Defensive,Beverages - Non-Alcoholic,US,4302548933.995092,0.342,385766537422.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,89.66,2026-08-28,385766537421.99994,1514344361.2815626,True
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.605,368624759250.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,800.25,2026-08-28,368624759250.0,3107589585.2696877,True
MRK,"Merck & Co., Inc.",NYSE,common_stock,False,1978-01-13,Healthcare,Drug Manufacturers - General,US,2469820000.0,0.211,366175513200.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,148.26,2026-08-28,366175513200.0,1411455273.4978125,True
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144404.000509,0.632,356855343552.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,392.95,2026-08-28,356855343552.0,2314217064.7975,True
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2377208936.9991655,0.377,341747556783.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,143.76,2026-08-28,341747556783.0,1300939944.2071874,True
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997117000.0,0.959,329238062230.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,330.19,2026-08-28,329238062230.0,1432129962.295625,True
DELL,Dell Technologies Inc.,NYSE,common_stock,False,2016-08-17,Technology,Computer Hardware,US,664250943.0009872,1.401,302798792367.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,455.85,2026-08-28,302798792367.0,2819040778.1365623,True
