ticker,name,sector,industry,final_bucket,decision_stage,decision_reason,rank,eligible,robust_return,expected_irr,median_irr,p10_irr,worst_case_hurdle_gap,business_quality,model_confidence,data_confidence,evidence_confidence,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,157,False,-0.3033284575085945,0.02840141122108858,0.06627065045884528,-0.1833284575085945,0.3033284575085945,0.2635723426046663,0.6,0.8,0.48,False,
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,159,False,-0.30476872633546004,-0.05074191999028696,-0.03767948681925188,-0.18476872633546004,0.30476872633546004,0.9387,0.5869800000000001,0.85,0.498933,False,
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,144,False,-0.2864911201073074,-0.087043725681263,-0.07370449945769442,-0.16649112010730738,0.2864911201073074,0.5899339399080995,0.6,0.8,0.48,False,
V,Visa Inc.,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3272,1.0,,,
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,92,False,-0.234909724460449,-0.03884706381213615,-0.031507287124986724,-0.11490972446044902,0.234909724460449,0.9515,0.9157,1.0,0.9157,False,
MA,Mastercard Incorporated,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,152,False,-0.29901719713991043,-0.01535005380501386,0.0034037661913316974,-0.17901719713991043,0.29901719713991043,0.9234,0.6489,1.0,0.6489,False,
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,172,False,-0.32220721479080194,-0.11170969666250335,-0.09604607395189324,-0.20220721479080195,0.32220721479080194,0.5354501514449488,0.6,0.8,0.48,False,
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3366,1.0,,,
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,164,False,-0.30880762780318033,-0.07359362512943332,-0.05987353943055493,-0.18880762780318033,0.30880762780318033,0.9283,0.8136,1.0,0.8136,False,
UNH,UnitedHealth Group Incorporated,Healthcare,Medical - Healthcare Plans,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,39,False,-0.14639947030256734,0.02042961156039385,0.015011899986711826,-0.026399470302567327,0.14639947030256734,0.7695,0.6700320000000001,0.85,0.5695272,False,
CAT,Caterpillar Inc.,Industrials,Agricultural - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,276,False,-0.534731235202271,-0.255065447693687,-0.2344277315849467,-0.41473123520227095,0.534731235202271,0.7046,0.6387,1.0,0.6387,False,
ORCL,Oracle Corporation,Technology,Software - Infrastructure,watchlist,step2_material_event_gate,material_event_requires_reunderwriting,,,,,,,,,,,,,
GE,GE Aerospace,Industrials,Aerospace & Defense,hard_filter_rejected,step2_hard_filters,security_type,,,,,,,,,,,,,
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,84,False,-0.22266454748052633,0.016252409716980793,0.028956703474978016,-0.10266454748052635,0.22266454748052633,0.902,0.8376,1.0,0.8376,False,
MS,Morgan Stanley,Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,106,False,-0.256425229749875,-0.1011406351193727,-0.10347728261840528,-0.13642522974987506,0.256425229749875,0.9608,0.7688699999999999,1.0,0.7688699999999999,False,
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,174,False,-0.3250076703191734,-0.013434274574683477,0.007392239145701777,-0.20500767031917339,0.3250076703191734,0.7901,0.6744,1.0,0.6744,False,
GS,"The Goldman Sachs Group, Inc.",Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,90,False,-0.23259344203281213,-0.009973282421560693,0.002896551555022625,-0.11259344203281213,0.23259344203281213,0.9783,0.8832,1.0,0.8832,False,
RTX,RTX Corporation,Industrials,Aerospace & Defense,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,265,False,-0.4908873135445173,-0.18732281495904313,-0.16591126971470654,-0.3708873135445173,0.4908873135445173,0.4557,0.55854,1.0,0.55854,False,
DELL,Dell Technologies Inc.,Technology,Computer Hardware,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,268,False,-0.502019793393556,-0.2244100645806611,-0.21047273769509042,-0.382019793393556,0.502019793393556,0.6976,0.5747399999999999,1.0,0.5747399999999999,False,
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,134,False,-0.27844372873107626,-0.058080695195282195,-0.041082818311190095,-0.15844372873107626,0.27844372873107626,0.5206073580861041,0.6,0.8,0.48,False,
GEV,GE Vernova Inc.,Utilities,Renewable Utilities,hard_filter_rejected,step2_hard_filters,listing_age,,,,,,,,,,,,,
C,Citigroup Inc.,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,251,False,-0.4569810525741589,-0.1714128695210001,-0.13997543242593835,-0.3369810525741589,0.4569810525741589,0.27231741165201934,0.6,0.8,0.48,False,
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,201,False,-0.36953188902873074,-0.17331657566464853,-0.16725849655049385,-0.24953188902873075,0.36953188902873074,0.9218,0.5021190000000001,1.0,0.5021190000000001,False,
AXP,American Express Company,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
TMO,Thermo Fisher Scientific Inc.,Healthcare,Medical - Diagnostics & Research,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,248,False,-0.4504583241741056,-0.20786763957930812,-0.2003432280500419,-0.3304583241741056,0.4504583241741056,0.5782,0.543672,1.0,0.543672,False,
