ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
DIS,The Walt Disney Company,NYSE,common_stock,False,1957-11-12,Communication Services,Entertainment,US,1736510000.0,1.398,167078309650.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,96.19,2026-07-31,167034896900.0,1051458331.2793548,True
DE,Deere & Company,NYSE,common_stock,False,1972-06-01,Industrials,Agricultural - Machinery,US,269937425.0004218,0.897,159983813675.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,592.67,2026-07-31,159983813675.0,767994465.6219355,True
T,AT&T Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,6852390000.0,0.422,159441410520.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,23.25,2026-07-31,159318067500.0,1493932561.2064517,True
CRM,"Salesforce, Inc.",NYSE,common_stock,False,2004-06-23,Technology,Software - Application,US,819000000.0,1.178,150712380000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,184.02,2026-07-31,150712380000.0,2743608495.7883873,True
COP,ConocoPhillips,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Exploration & Production,US,1218294006.997012,0.122,146780061963.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,120.48,2026-07-31,146780061963.0,826598973.1064516,True
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599013.004548,1.113,143224746555.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,70.36,2026-07-31,143224746555.0,1354082295.5041935,True
PFE,Pfizer Inc.,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,5699440000.0,0.307,142542994400.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,25.01,2026-07-31,142542994400.0,1074732622.7806451,True
DHR,Danaher Corporation,NYSE,common_stock,False,1978-12-29,Healthcare,Medical - Diagnostics & Research,US,702986054.0000205,0.823,137134301498.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,194.98,2026-07-31,137068220808.924,1049012922.2993548,True
LMT,Lockheed Martin Corporation,NYSE,common_stock,False,1977-01-03,Industrials,Aerospace & Defense,US,230791000.0,0.113,134491147340.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,582.74,2026-07-31,134491147340.0,713740335.6170968,True
BMY,Bristol-Myers Squibb Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,2042070000.0,0.235,133367591700.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,65.31,2026-07-31,133367591700.0,684205675.1487097,True
CVS,CVS Health Corp.,NYSE,common_stock,False,1973-02-21,Healthcare,Medical - Healthcare Plans,US,1275930000.0,0.598,133245369900.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,104.43,2026-07-31,133245369900.00002,836039144.66,True
SYK,Stryker Corporation,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Devices,US,383360761.9987719,0.7775095,124860600183.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,325.7,2026-07-31,124860600183.0,858167744.107742,True
PH,Parker-Hannifin Corporation,NYSE,common_stock,False,1980-03-17,Industrials,Industrial - Machinery,US,126086388.99982592,1.11,123127141450.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,976.53,2026-07-31,123127141450.0,591107659.2512903,True
LOW,"Lowe's Companies, Inc.",NYSE,common_stock,False,1980-03-17,Consumer Cyclical,Home Improvement,US,560707000.0,0.85,116570985300.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,207.81,2026-07-31,116520521670.0,649647690.198387,True
NOW,"ServiceNow, Inc.",NYSE,common_stock,False,2012-06-29,Technology,Software - Application,US,1033862000.0,0.959,114996470260.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,111.23,2026-07-31,114996470260.0,2981880581.77871,True
MO,"Altria Group, Inc.",NYSE,common_stock,False,1985-07-01,Consumer Defensive,Tobacco,US,1669890000.0,0.494,114070185900.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,68.33,2026-07-31,114103583700.0,574892465.4293549,True
SO,The Southern Company,NYSE,common_stock,False,1981-12-31,Utilities,Regulated Electric,US,1127300000.0,0.33204514,106574942000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,94.54,2026-07-31,106574942000.0,563520001.8935484,True
GD,General Dynamics Corporation,NYSE,common_stock,False,1978-01-13,Industrials,Aerospace & Defense,US,270557000.0,0.338,103736964940.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,383.42,2026-07-31,103736964940.0,455163013.68451613,True
MCK,McKesson Corporation,NYSE,common_stock,False,1994-11-10,Healthcare,Medical - Distribution,US,117077999.99999999,0.315,100241012820.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,856.19,2026-07-31,100241012820.0,904522775.2554839,True
PWR,"Quanta Services, Inc.",NYSE,common_stock,False,1998-02-12,Industrials,Engineering & Construction,US,150060000.0,1.215,100144041600.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,667.36,2026-07-31,100144041600.0,884254414.3490323,True
VRT,Vertiv Holdings Co,NYSE,common_stock,False,2018-08-02,Industrials,Electrical Equipment & Parts,US,384988000.0,2.029,93001551160.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,241.57,2026-07-31,93001551160.0,1938907925.089355,True
VLO,Valero Energy Corporation,NYSE,common_stock,False,1982-01-04,Energy,Oil & Gas Refining & Marketing,US,296933000.0,0.545,92910335700.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,312.9,2026-07-31,92910335700.0,788195043.9361291,True
MPC,Marathon Petroleum Corporation,NYSE,common_stock,False,2011-06-24,Energy,Oil & Gas Refining & Marketing,US,291937000.0,0.52,92389302390.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,316.47,2026-07-31,92389302390.00002,615143441.0587096,True
MMM,3M Company,NYSE,common_stock,False,1946-01-14,Industrials,Conglomerates,US,515722417.0013615,1.081,90911547669.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,176.28,2026-07-31,90911547669.0,657950452.9432257,True
WM,"Waste Management, Inc.",NYSE,common_stock,False,1988-06-22,Industrials,Waste Management,US,399715183.9991172,0.448,90555474935.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,226.55,2026-07-31,90555474935.0,478223865.0683871,True
FCX,Freeport-McMoRan Inc.,NYSE,common_stock,False,1995-07-10,Basic Materials,Copper,US,1437560000.0,1.364,90034382800.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,62.63,2026-07-31,90034382800.0,920806870.8435483,True
UPS,"United Parcel Service, Inc.",NYSE,common_stock,False,1999-11-10,Industrials,Integrated Freight & Logistics,US,849502165.998273,1.03,88543610762.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,104.22,2026-07-31,88535115740.34001,582800751.7470968,True
CMI,Cummins Inc.,NYSE,common_stock,False,1947-10-03,Industrials,Industrial - Machinery,US,137989066.99936926,1.222,87512666291.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,634.2,2026-07-31,87512666291.0,680358630.49,True
WMB,"The Williams Companies, Inc.",NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Midstream,US,1222998264.9986022,0.595,87493295878.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,71.54,2026-07-31,87493295878.0,532723094.4170968,True
HCA,"HCA Healthcare, Inc.",NYSE,common_stock,False,2011-03-10,Healthcare,Medical - Care Facilities,US,216501506.00114262,1.128,87161341301.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,402.59,2026-07-31,87161341301.0,659381806.2283871,True
RCL,Royal Caribbean Cruises Ltd.,NYSE,common_stock,False,1993-04-28,Consumer Cyclical,Travel Services,US,268195000.0,1.764,85366468500.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,318.3,2026-07-31,85366468500.0,799608586.5893549,True
PSX,Phillips 66,NYSE,common_stock,False,2012-04-12,Energy,Oil & Gas Refining & Marketing,US,400935020.00188965,0.681,84869925034.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,211.68,2026-07-31,84869925034.0,469522577.4748387,True
EMR,Emerson Electric Co.,NYSE,common_stock,False,1972-06-01,Industrials,Industrial - Machinery,US,560100000.0,1.244,83914182000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,149.82,2026-07-31,83914182000.0,408591371.086129,True
SHW,The Sherwin-Williams Company,NYSE,common_stock,False,1980-03-17,Basic Materials,Chemicals - Specialty,US,242758150.99897313,1.1,82744115768.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,340.85,2026-07-31,82744115768.0,779840032.0151613,True
ITW,Illinois Tool Works Inc.,NYSE,common_stock,False,1973-03-13,Industrials,Industrial - Machinery,US,287700000.0,1.011,82555515000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,286.95,2026-07-31,82555515000.0,377984354.8703226,True
ELV,Elevance Health Inc.,NYSE,common_stock,False,2001-10-30,Healthcare,Medical - Healthcare Plans,US,216869290.0010643,0.683,81508153954.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,375.84,2026-07-31,81508153954.0,688761288.5632257,True
GM,General Motors Company,NYSE,common_stock,False,2010-11-18,Consumer Cyclical,Auto - Manufacturers,US,904451540.997074,1.309,80369563933.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,88.86,2026-07-31,80369563933.0,647895882.6225806,True
EOG,"EOG Resources, Inc.",NYSE,common_stock,False,1989-10-04,Energy,Oil & Gas Exploration & Production,US,532629000.0,0.261,79196606010.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,148.69,2026-07-31,79196606010.0,498474780.81,True
ECL,Ecolab Inc.,NYSE,common_stock,False,1973-02-21,Basic Materials,Chemicals - Specialty,US,281438000.0,0.895,78135631940.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,277.63,2026-07-31,78135631940.0,441993727.59387094,True
NOC,Northrop Grumman Corporation,NYSE,common_stock,False,1981-12-31,Industrials,Aerospace & Defense,US,142063000.0,-0.102,77066336240.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,542.48,2026-07-31,77066336240.0,543457519.1600001,True
NSC,Norfolk Southern Corporation,NYSE,common_stock,False,1982-06-02,Industrials,Railroads,US,224608000.0,1.263,75351491840.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,335.48,2026-07-31,75351491840.0,403742455.98741937,True
SLB,Slb N.V.,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Equipment & Services,US,1495060000.0,0.733,74140025400.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,49.59,2026-07-31,74140025400.0,773209431.6374193,True
CI,Cigna Corporation,NYSE,common_stock,False,1982-03-31,Healthcare,Medical - Healthcare Plans,US,264531999.00017917,0.30290928,73817654321.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,279.05,2026-07-31,73817654321.0,479245887.5780645,True
CL,Colgate-Palmolive Company,NYSE,common_stock,False,1973-05-02,Consumer Defensive,Household & Personal Products,US,800189000.0,0.319,73057255700.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,91.3,2026-07-31,73057255700.0,463643888.6541935,True
FDX,FedEx Corporation,NYSE,common_stock,False,1978-04-12,Industrials,Integrated Freight & Logistics,US,236581187.9993494,1.337,72725057191.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,307.4,2026-07-31,72725057191.0,608134891.2870969,True
MSI,"Motorola Solutions, Inc.",NYSE,common_stock,False,1980-03-17,Technology,Communication Equipment,US,165996000.0,0.885,72332757000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,435.75,2026-07-31,72332757000.0,465670485.27677417,True
HLT,Hilton Worldwide Holdings Inc.,NYSE,common_stock,False,2013-12-12,Consumer Cyclical,Travel Lodging,US,225065000.0,1.052,72131081850.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,320.49,2026-07-31,72131081850.0,638061873.6967741,True
KMI,"Kinder Morgan, Inc.",NYSE,common_stock,False,2011-02-11,Energy,Oil & Gas Midstream,US,2226800000.0,0.533,71658424000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,32.18,2026-07-31,71658424000.0,339879807.6254839,True
BSX,Boston Scientific Corporation,NYSE,common_stock,False,1992-05-19,Healthcare,Medical - Devices,US,1486355179.007062,0.577,69457377515.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,46.73,2026-07-31,69457377515.0,1028964455.5699999,True
URI,"United Rentals, Inc.",NYSE,common_stock,False,1997-12-18,Industrials,Rental & Leasing Services,US,62242500.0,1.794,67175840550.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,1079.26,2026-07-31,67175840550.0,526751567.65451616,True
TGT,Target Corporation,NYSE,common_stock,False,1967-10-18,Consumer Defensive,Discount Stores,US,454191000.0,0.981,65616973770.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,144.49,2026-07-31,65626057590.00001,622856063.9929032,True
GWW,"W.W. Grainger, Inc.",NYSE,common_stock,False,1973-02-21,Industrials,Industrial - Distribution,US,47213100.0,1.035,65258891082.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,1382.22,2026-07-31,65258891082.0,395930192.35677415,True
RSG,"Republic Services, Inc.",NYSE,common_stock,False,1998-07-01,Industrials,Waste Management,US,307664000.0,0.405,64778655200.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,210.55,2026-07-31,64778655200.0,363535595.82,True
HPE,Hewlett Packard Enterprise Company,NYSE,common_stock,False,2015-10-19,Technology,Computer Hardware,US,1324203520.989975,1.438,63402864585.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,47.9,2026-07-31,63429348655.4198,1261541265.3180645,True
NKE,"NIKE, Inc.",NYSE,common_stock,False,1980-12-02,Consumer Cyclical,Apparel - Footwear & Accessories,US,1479811225.0059938,1.128,61722926195.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,41.71,2026-07-31,61722926195.00001,1019305089.2651613,True
FIX,"Comfort Systems USA, Inc.",NYSE,common_stock,False,1997-06-27,Industrials,Engineering & Construction,US,35194300.0,1.66,60875228767.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,1729.69,2026-07-31,60875228767.0,953959549.2106451,True
COR,"Cencora, Inc.",NYSE,common_stock,False,1995-04-04,Healthcare,Medical - Distribution,US,194561059.99871525,0.581,60574640420.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,311.34,2026-07-31,60574640420.0,471129886.92451614,True
BDX,"Becton, Dickinson and Company",NYSE,common_stock,False,1973-02-21,Healthcare,Medical - Instruments & Supplies,US,362295101.0022944,0.271,60003314628.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,165.62,2026-07-31,60003314628.0,397584233.0703226,True
NUE,Nucor Corporation,NYSE,common_stock,False,1980-03-17,Basic Materials,Steel,US,227740999.99999997,1.922,58595481890.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,257.29,2026-07-31,58595481890.0,403795466.51193553,True
TRGP,Targa Resources Corp.,NYSE,common_stock,False,2010-12-07,Energy,Oil & Gas Midstream,US,214644000.0,0.704,58033298280.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,270.37,2026-07-31,58033298280.0,338604616.3377419,True
DAL,"Delta Air Lines, Inc.",NYSE,common_stock,False,2007-05-03,Industrials,"Airlines, Airports & Air Services",US,657623000.0,1.288,57502555120.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,87.44,2026-07-31,57502555120.0,605273232.726129,True
OXY,Occidental Petroleum Corporation,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Exploration & Production,US,994634700.9987735,0.15,56763802386.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,57.07,2026-07-31,56763802386.0,576267725.2625806,True
AME,"AMETEK, Inc.",NYSE,common_stock,False,1984-07-19,Industrials,Electrical Equipment & Parts,US,229203000.0,0.99,55400657130.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,241.71,2026-07-31,55400657130.0,269134291.4658064,True
KEYS,"Keysight Technologies, Inc.",NYSE,common_stock,False,2014-10-20,Technology,"Hardware, Equipment & Parts",US,170895367.99862105,1.214,54529294021.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,319.08,2026-07-31,54529294021.0,567844977.5451614,True
CAH,"Cardinal Health, Inc.",NYSE,common_stock,False,1983-08-04,Healthcare,Medical - Distribution,US,234206000.0,0.493,53874406180.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,230.03,2026-07-31,53874406180.0,514848696.5012904,True
ROK,"Rockwell Automation, Inc.",NYSE,common_stock,False,1981-12-31,Industrials,Industrial - Machinery,US,111274000.0,1.54,53420421920.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,480.08,2026-07-31,53420421920.0,344636474.36419356,True
CIEN,Ciena Corporation,NYSE,common_stock,False,1997-02-07,Technology,Communication Equipment,US,141552921.9997348,1.274,53372529240.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,377.05,2026-07-31,53372529240.00001,1350000495.1035483,True
CTVA,"Corteva, Inc.",NYSE,common_stock,False,2019-05-24,Basic Materials,Agricultural Inputs,US,668820000.0,0.558,52642822200.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,78.71,2026-07-31,52642822199.99999,349650445.57580644,True
LHX,"L3Harris Technologies, Inc.",NYSE,common_stock,False,1981-12-31,Industrials,Aerospace & Defense,US,186295000.0,0.746,51614892700.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,277.06,2026-07-31,51614892700.0,403639484.816129,True
CARR,Carrier Global Corporation,NYSE,common_stock,False,2020-03-19,Industrials,Industrial - Machinery,US,824325056.9972496,1.309,50951531773.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,61.81,2026-07-31,50951531773.0,445342065.67419356,True
EW,Edwards Lifesciences Corporation,NYSE,common_stock,False,2000-03-27,Healthcare,Medical - Devices,US,575800000.0,0.855,49559106000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,86.07,2026-07-31,49559105999.99999,433890900.5325807,True
AZO,"AutoZone, Inc.",NYSE,common_stock,False,1991-04-02,Consumer Cyclical,Specialty Retail,US,16325399.000082884,0.335,49241484734.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,3016.25,2026-07-31,49241484734.0,1118396516.6806452,True
WAB,Westinghouse Air Brake Technologies Corporation,NYSE,common_stock,False,1995-06-16,Industrials,Railroads,US,168911000.0,0.937,49129453460.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,290.86,2026-07-31,49129453460.0,253778346.6564516,True
XYZ,"Block, Inc.",NYSE,common_stock,False,2015-11-19,Technology,Software - Infrastructure,US,595180986.0044314,2.541,48352503303.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,81.24,2026-07-31,48352503303.0,426888228.04580647,True
CMG,"Chipotle Mexican Grill, Inc.",NYSE,common_stock,False,2006-01-26,Consumer Cyclical,Restaurants,US,1282730000.0,0.964,47768865200.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,37.22,2026-07-31,47743210600.0,596592779.2335484,True
HUM,Humana Inc.,NYSE,common_stock,False,1981-12-31,Healthcare,Medical - Healthcare Plans,US,120061999.99999999,0.717,43668950640.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,363.86,2026-07-31,43685759320.0,547434525.4932258,True
CBRE,"CBRE Group, Inc.",NYSE,common_stock,False,2004-06-10,Real Estate,Real Estate - Services,US,292817000.0,1.205,42512549499.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,146.81,2026-07-31,42988463770.0,324440854.89387095,True
YUM,"Yum! Brands, Inc.",NYSE,common_stock,False,1997-09-17,Consumer Cyclical,Restaurants,US,275621202.00287056,0.56,42247217843.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,153.28,2026-07-31,42247217843.0,383720545.946129,True
SYY,Sysco Corporation,NYSE,common_stock,False,1973-05-08,Consumer Defensive,Food Distribution,US,478183000.0,0.641,40760318920.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,85.24,2026-07-31,40760318920.0,268667239.7716129,True
