ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941741000.0,0.506,1119334517780.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,1188.58,2026-07-10,1119334517780.0,3377443851.918387,True
JNJ,Johnson & Johnson,NYSE,common_stock,False,1962-01-02,Healthcare,Drug Manufacturers - General,US,2407220000.0,0.235,618607395600.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,256.98,2026-07-10,618607395600.0,1929367514.9967742,True
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144947162.0025215,0.162,575422289765.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,138.88,2026-07-10,575650261858.9102,2548549237.77871,True
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.565,438715285170.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,952.41,2026-07-10,438715285170.0,2710909022.9206448,True
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792821.0012898,0.283,438305963034.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,248.08,2026-07-10,438305963034.0,1477723756.1729033,True
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144403.9988695,0.633,385616276826.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,424.62,2026-07-10,385616276826.0,2812807161.109355,True
KO,The Coca-Cola Company,NYSE,common_stock,False,1962-01-02,Consumer Defensive,Beverages - Non-Alcoholic,US,4302480000.0,0.349,359214055200.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,83.49,2026-07-10,359214055200.0,1329400899.728387,True
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.488,351318240000.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,176.4,2026-07-10,351318240000.0,1763892968.57,True
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2328598977.999184,0.38,342397193725.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,147.04,2026-07-10,342397193725.0,1339357052.546129,True
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997116682.0011652,0.951,342310156931.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,343.3,2026-07-10,342310156931.0,1638834817.6325808,True
MRK,"Merck & Co., Inc.",NYSE,common_stock,False,1978-01-13,Healthcare,Drug Manufacturers - General,US,2469824414.9991903,0.205,305122108229.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,123.54,2026-07-10,305122108229.0,1262399520.3370967,True
DELL,Dell Technologies Inc.,NYSE,common_stock,False,2016-08-17,Technology,Computer Hardware,US,664250942.9996552,1.376,288982372752.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,434.97,2026-07-10,288929232676.56006,3042026371.8561287,True
PM,Philip Morris International Inc.,NYSE,common_stock,False,2008-03-17,Consumer Defensive,Tobacco,US,1558558846.0026429,0.405,283065457611.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,181.62,2026-07-10,283065457611.0,859934957.6583871,True
IBM,International Business Machines Corporation,NYSE,common_stock,False,1915-09-24,Technology,Information Technology Services,US,939885000.0,0.675,270273330600.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,287.56,2026-07-10,270273330600.0,2436763437.1019354,True
RTX,RTX Corporation,NYSE,common_stock,False,1952-09-15,Industrials,Aerospace & Defense,US,1346680000.0,0.298,263855012400.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,195.93,2026-07-10,263855012400.0,968768796.3745161,True
ANET,"Arista Networks, Inc.",NYSE,common_stock,False,2014-06-06,Technology,Computer Hardware,US,1259169437.9974325,1.601,235414318128.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,186.96,2026-07-10,235414318127.99997,1549561914.7861292,True
TMO,Thermo Fisher Scientific Inc.,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Diagnostics & Research,US,371621000.00000006,0.868,195862848050.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,527.05,2026-07-10,195862848050.0,1146060202.5680645,True
