ticker,name,sector,industry,final_bucket,decision_stage,decision_reason,rank,eligible,robust_return,expected_irr,median_irr,p10_irr,worst_case_hurdle_gap,business_quality,model_confidence,data_confidence,evidence_confidence,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,156,False,-0.3046567537082591,-0.04826810119029684,-0.03482253511829182,-0.18465675370825912,0.3046567537082591,0.9387,0.5869800000000001,0.85,0.498933,False,
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,143,False,-0.290199344677017,0.04493437148916021,0.0834124105796481,-0.17019934467701703,0.290199344677017,0.2635723426046662,0.6,0.8,0.48,False,
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,135,False,-0.2765655385336607,-0.07617206949076169,-0.06267399723542866,-0.15656553853366073,0.2765655385336607,0.5899339399080994,0.6,0.8,0.48,False,
V,Visa Inc.,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3366,1.0,,,
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,93,False,-0.23410321562143502,-0.03544858689347162,-0.027626807315391456,-0.11410321562143502,0.23410321562143502,0.9579,0.9166,0.7,0.64162,False,
MA,Mastercard Incorporated,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,161,False,-0.3083448779728496,-0.028005434670922078,-0.011040911648888114,-0.1883448779728496,0.3083448779728496,0.8456,0.6373,1.0,0.6373,False,
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,167,False,-0.3164486958086783,-0.10529796084809134,-0.0895212771141427,-0.1964486958086783,0.3164486958086783,0.5354501514449488,0.6,0.8,0.48,False,
CAT,Caterpillar Inc.,Industrials,Agricultural - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,274,False,-0.5404410393307626,-0.2638146563864211,-0.24371524761736502,-0.4204410393307626,0.5404410393307626,0.7069,0.6387,1.0,0.6387,False,
UNH,UnitedHealth Group Incorporated,Healthcare,Medical - Healthcare Plans,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,39,False,-0.14665296514896906,0.02042171705215881,0.01514937489700972,-0.026652965148969053,0.14665296514896906,0.7725,0.6702750000000001,0.85,0.56973375,False,
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3314,1.0,,,
ORCL,Oracle Corporation,Technology,Software - Infrastructure,watchlist,step2_material_event_gate,material_event_requires_reunderwriting,,,,,,,,,,,,,
GE,GE Aerospace,Industrials,Aerospace & Defense,hard_filter_rejected,step2_hard_filters,security_type,,,,,,,,,,,,,
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,162,False,-0.31024334123241715,-0.06487523082614641,-0.049580014718230786,-0.19024334123241712,0.31024334123241715,0.9088,0.8095,1.0,0.8095,False,
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,88,False,-0.22614480591611932,0.014482788559689687,0.027109048428246782,-0.10614480591611933,0.22614480591611932,0.9096,0.837,1.0,0.837,False,
MS,Morgan Stanley,Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,110,False,-0.2551359878550283,-0.09973553927011378,-0.10198195958946599,-0.13513598785502828,0.2551359878550283,0.9639,0.7692300000000001,1.0,0.7692300000000001,False,
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,165,False,-0.3146984414593316,0.0005568645283347273,0.021848233533091864,-0.19469844145933163,0.3146984414593316,0.7935,0.675,1.0,0.675,False,
GS,"The Goldman Sachs Group, Inc.",Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,100,False,-0.24039191038056737,-0.01622429751223532,-0.0031218898948281726,-0.12039191038056737,0.24039191038056737,0.9783,0.883,1.0,0.883,False,
GEV,GE Vernova Inc.,Industrials,Renewable Utilities,hard_filter_rejected,step2_hard_filters,listing_age,,,,,,,,,,,,,
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,132,False,-0.2754912731142207,-0.054776133115432085,-0.0377186221001542,-0.15549127311422073,0.2754912731142207,0.5206073580861041,0.6,0.8,0.48,False,
DELL,Dell Technologies Inc.,Technology,Computer Hardware,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,267,False,-0.494615167468437,-0.21558154650119826,-0.20159295252233272,-0.374615167468437,0.494615167468437,0.6976,0.5747399999999999,1.0,0.5747399999999999,False,
RTX,RTX Corporation,Industrials,Aerospace & Defense,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,268,False,-0.49498985517886473,-0.1841698914366134,-0.1607797796488739,-0.37498985517886474,0.49498985517886473,0.448,0.55917,1.0,0.55917,False,
AXP,American Express Company,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
C,Citigroup Inc.,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,251,False,-0.45033712547413984,-0.1631098300493684,-0.13135736720567315,-0.33033712547413985,0.45033712547413984,0.27231741165201934,0.6,0.8,0.48,False,
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,196,False,-0.35746552359079936,-0.159388634825882,-0.15312342683027963,-0.23746552359079937,0.35746552359079936,0.9218,0.502281,1.0,0.502281,False,
IBM,International Business Machines Corporation,Technology,Information Technology Services,watchlist,step2_material_event_gate,material_event_requires_reunderwriting,,,,,,,,,,,,,
TMO,Thermo Fisher Scientific Inc.,Healthcare,Medical - Diagnostics & Research,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,242,False,-0.4363447330385679,-0.19907455365428176,-0.19226645178423496,-0.3163447330385679,0.4363447330385679,0.6345,0.5543640000000001,1.0,0.5543640000000001,False,
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,103,False,-0.24895621606439816,0.007239337833016203,0.02485883654444481,-0.12895621606439817,0.24895621606439816,0.9388,0.8182,1.0,0.8182,False,
APH,Amphenol Corporation,Technology,"Hardware, Equipment & Parts",research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,197,False,-0.35769435020512896,-0.12675060927576848,-0.1152407717570895,-0.23769435020512897,0.35769435020512896,0.8651,0.59769,0.85,0.5080365,False,
NEE,"NextEra Energy, Inc.",Utilities,Regulated Electric,hard_filter_rejected,step2_hard_filters,interest_coverage;excessive_leverage,,,,,,,,,,,,,
VZ,Verizon Communications Inc.,Communication Services,Telecommunications Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,45,False,-0.1573129476443864,0.00790412676869894,-0.002540286269504549,-0.037312947644386404,0.1573129476443864,0.7606,0.6571206,1.0,0.6571206,False,
UNP,Union Pacific Corporation,Industrials,Railroads,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,169,False,-0.3198320358630735,-0.11343130619352448,-0.1042838224515435,-0.1998320358630735,0.3198320358630735,0.8526,0.8275,0.7,0.5792499999999999,False,
SCHW,The Charles Schwab Corporation,Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
ABT,Abbott Laboratories,Healthcare,Medical - Devices,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,141,False,-0.2885220600280445,-0.10310180185333591,-0.1022371474362444,-0.16852206002804446,0.2885220600280445,0.7761,0.603531,0.85,0.51300135,False,
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,207,False,-0.3858041263710753,-0.19162613137594592,-0.16690013304423612,-0.2658041263710753,0.3858041263710753,0.5315870237091788,0.6,0.8,0.48,False,
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel - Retail,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,184,False,-0.33947896069323175,-0.0681340538016229,-0.054924504132941324,-0.21947896069323175,0.33947896069323175,0.9153,0.541,1.0,0.541,False,
DIS,The Walt Disney Company,Communication Services,Entertainment,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,278,False,-0.5549425558873917,-0.11484667004842772,-0.061168625735444924,-0.4349425558873917,0.5549425558873917,0.4227,0.6222,1.0,0.6222,False,
BA,The Boeing Company,Industrials,Aerospace & Defense,hard_filter_rejected,step2_hard_filters,interest_coverage;negative_ebitda_with_debt;severe_dilution;earnings_cash_mismatch,,,,,,,,,,,,,
BLK,"BlackRock, Inc.",Financial Services,Asset Management,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
DE,Deere & Company,Industrials,Agricultural - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,316,False,-1.0699999999999998,-0.38945974465714245,-0.2518473851843737,-0.95,1.0699999999999998,0.5075,0.51246,1.0,0.51246,True,bear
ETN,Eaton Corporation plc,Industrials,Electrical Equipment & Parts,hard_filter_rejected,step2_hard_filters,adr_excluded,,,,,,,,,,,,,
