ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941741000.0000001,0.506,1110397395690.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,1179.09,2026-07-17,1110397395690.0,3601565974.5703125,True
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144947161.9987793,0.162,610923762207.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,147.39,2026-07-17,610923762207.0,2549909334.45,True
JNJ,Johnson & Johnson,NYSE,common_stock,False,1962-01-02,Healthcare,Drug Manufacturers - General,US,2407220000.0,0.235,609122948800.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,253.04,2026-07-17,609122948800.0,1943911101.5321875,True
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792820.9988604,0.283,449631105016.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,254.49,2026-07-17,449631105016.0,1745408925.72,True
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.565,405489538360.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,880.28,2026-07-17,405489538360.0,2944201462.6496873,True
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144403.9991552,0.633,386951249100.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,426.09,2026-07-17,386951249100.0,2811718856.7221875,True
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600006.4901793,0.488,373146176000.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,187.36,2026-07-17,373146177216.0,1800181312.7875,True
KO,The Coca-Cola Company,NYSE,common_stock,False,1962-01-02,Consumer Defensive,Beverages - Non-Alcoholic,US,4302480000.0,0.349,350910268800.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,81.56,2026-07-17,350910268800.0,1441686189.490625,True
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2328598978.0008,0.38,349196702741.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,149.98,2026-07-17,349243274720.56,1300132956.9990625,True
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997116681.9989966,0.951,337892930029.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,338.87,2026-07-17,337892930029.0,1550846341.2296875,True
MRK,"Merck & Co., Inc.",NYSE,common_stock,False,1978-01-13,Healthcare,Drug Manufacturers - General,US,2469824415.0039215,0.205,314902612913.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,127.5,2026-07-17,314902612913.0,1193071592.6934376,True
PM,Philip Morris International Inc.,NYSE,common_stock,False,2008-03-17,Consumer Defensive,Tobacco,US,1558558845.9995856,0.405,300770686101.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,192.98,2026-07-17,300770686101.0,913193218.358125,True
DELL,Dell Technologies Inc.,NYSE,common_stock,False,2016-08-17,Technology,Computer Hardware,US,664250942.9994955,1.376,263309073805.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,396.34,2026-07-17,263269218748.42004,3105538961.31,True
RTX,RTX Corporation,NYSE,common_stock,False,1952-09-15,Industrials,Aerospace & Defense,US,1346680000.0,0.298,260596046800.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,193.51,2026-07-17,260596046800.0,1059047423.495,True
ANET,"Arista Networks, Inc.",NYSE,common_stock,False,2014-06-06,Technology,Computer Hardware,US,1259169437.9989324,1.601,212308558941.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,168.61,2026-07-17,212308558941.0,1613338011.2259376,True
TMO,Thermo Fisher Scientific Inc.,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Diagnostics & Research,US,371621000.0,0.868,197880750080.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,532.48,2026-07-17,197880750080.0,1087061757.496875,True
MCD,McDonald's Corporation,NYSE,common_stock,False,1965-04-21,Consumer Cyclical,Restaurants,US,710506000.0,0.418,190209561260.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,267.71,2026-07-17,190209561260.0,1249846102.3453126,True
APH,Amphenol Corporation,NYSE,common_stock,False,1991-11-08,Technology,"Hardware, Equipment & Parts",US,1230230000.0,1.243,186010776000.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,151.2,2026-07-17,186010776000.0,1488659461.97375,True
VZ,Verizon Communications Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,4175559999.9999995,0.238,182012660400.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,43.59,2026-07-17,182012660400.0,1200489290.3921876,True
UNP,Union Pacific Corporation,NYSE,common_stock,False,1980-01-02,Industrials,Railroads,US,593713000.0,0.965,179152897750.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,301.75,2026-07-17,179152897750.0,825263245.9109375,True
ABT,Abbott Laboratories,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Devices,US,1741810000.0,0.607,175348012700.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,100.68,2026-07-17,175365430800.0,1122417717.136875,True
TJX,"The TJX Companies, Inc.",NYSE,common_stock,False,1987-06-26,Consumer Cyclical,Apparel - Retail,US,1104704446.0003886,0.623,170555319418.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,154.46,2026-07-17,170632648729.22003,921152876.3640625,True
DIS,The Walt Disney Company,NYSE,common_stock,False,1957-11-12,Communication Services,Entertainment,US,1736511423.9991808,1.398,169605070782.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,97.67,2026-07-17,169605070782.0,985845812.3,True
DE,Deere & Company,NYSE,common_stock,False,1972-06-01,Industrials,Agricultural - Machinery,US,269937425.0,0.897,161217427707.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,597.24,2026-07-17,161217427707.0,753222770.7196875,True
T,AT&T Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,6948340000.0,0.422,151446713474.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,21.81,2026-07-17,151543295400.0,1205881896.3246875,True
