ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
VZ,Verizon Communications Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,4175559999.9999995,0.231,206481442000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,49.45,2026-08-21,206481442000.0,1248836219.391515,True
ABT,Abbott Laboratories,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Devices,US,1730383371.999314,0.581,201831916510.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,116.64,2026-08-21,201831916510.0,1218359550.0360606,True
APH,Amphenol Corporation,NYSE,common_stock,False,1991-11-08,Technology,"Hardware, Equipment & Parts",US,1232980000.0,1.251,193590189800.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,157.01,2026-08-21,193590189800.0,1226689427.3975759,True
MCD,McDonald's Corporation,NYSE,common_stock,False,1965-04-21,Consumer Cyclical,Restaurants,US,710506000.0,0.419,192511600700.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,270.95,2026-08-21,192511600700.0,1307733966.659394,True
DIS,The Walt Disney Company,NYSE,common_stock,False,1957-11-12,Communication Services,Entertainment,US,1736510000.0,1.395,187126317600.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,107.78,2026-08-21,187161047800.0,1034883164.4042424,True
UNP,Union Pacific Corporation,NYSE,common_stock,False,1980-01-02,Industrials,Railroads,US,594075498.0003246,0.965,183004957159.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,308.05,2026-08-21,183004957159.0,840976323.3000001,True
DE,Deere & Company,NYSE,common_stock,False,1972-06-01,Industrials,Agricultural - Machinery,US,269937425.0003861,0.901,174776384565.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,647.47,2026-08-21,174776384565.0,744947496.4581817,True
T,AT&T Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,6852390000.0,0.417,173433990900.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,25.29,2026-08-21,173296943100.0,1468576405.7227273,True
CRM,"Salesforce, Inc.",NYSE,common_stock,False,2004-06-23,Technology,Software - Application,US,819000000.0,1.152,171310230000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,209.17,2026-08-21,171310230000.0,2703168369.7451515,True
COP,ConocoPhillips,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Exploration & Production,US,1218294006.9993327,0.123,164311312724.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,134.87,2026-08-21,164311312724.0,851133086.0339394,True
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599012.9949238,1.154,160405202224.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,78.8,2026-08-21,160405202224.0,1395791273.1472728,True
PFE,Pfizer Inc.,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,5699440000.0,0.28,159983280800.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,28.07,2026-08-21,159983280800.0,1101334738.3357577,True
TJX,"The TJX Companies, Inc.",NYSE,common_stock,False,1987-06-26,Consumer Cyclical,Apparel - Retail,US,1104704445.9967263,0.616,155222021707.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,140.53,2026-08-21,155244115795.91995,909834446.1572727,True
DHR,Danaher Corporation,NYSE,common_stock,False,1978-12-29,Healthcare,Medical - Diagnostics & Research,US,702986054.0004569,0.796,153848497918.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,218.85,2026-08-21,153848497918.0,905951794.929697,True
BMY,Bristol-Myers Squibb Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,2042709999.9999998,0.225,136881997100.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,67.01,2026-08-21,136881997100.0,741710817.5984849,True
NOW,"ServiceNow, Inc.",NYSE,common_stock,False,2012-06-29,Technology,Software - Application,US,1033862000.0000001,0.93,132830589760.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,128.48,2026-08-21,132830589760.0,2949736756.428485,True
LMT,Lockheed Martin Corporation,NYSE,common_stock,False,1977-01-03,Industrials,Aerospace & Defense,US,230790999.99999997,0.11,130066883870.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,563.57,2026-08-21,130066883870.0,647097617.4833333,True
PH,Parker-Hannifin Corporation,NYSE,common_stock,False,1980-03-17,Industrials,Industrial - Machinery,US,126086389.00013976,1.128,126305779317.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,1001.74,2026-08-21,126305779317.0,649019072.290909,True
SYK,Stryker Corporation,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Devices,US,383360762.00030357,0.771,126298203041.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,329.45,2026-08-21,126298203041.0,790345968.2260606,True
LOW,"Lowe's Companies, Inc.",NYSE,common_stock,False,1980-03-17,Consumer Cyclical,Home Improvement,US,560707000.0,0.851,121163175630.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,216.09,2026-08-21,121163175630.0,662771860.869394,True
CVS,CVS Health Corp.,NYSE,common_stock,False,1973-02-21,Healthcare,Medical - Healthcare Plans,US,1275930000.0,0.596,118687008600.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,93.02,2026-08-21,118687008600.0,842726490.0772727,True
MO,"Altria Group, Inc.",NYSE,common_stock,False,1985-07-01,Consumer Defensive,Tobacco,US,1669743960.992586,0.495,110353378382.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,66.09,2026-08-21,110353378382.00002,608861293.9851514,True
FCX,Freeport-McMoRan Inc.,NYSE,common_stock,False,1995-07-10,Basic Materials,Copper,US,1437560000.0,1.379,110217725200.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,76.66,2026-08-21,110203349600.0,945621716.6166667,True
MPC,Marathon Petroleum Corporation,NYSE,common_stock,False,2011-06-24,Energy,Oil & Gas Refining & Marketing,US,291937000.0,0.508,105307514640.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,360.72,2026-08-21,105307514640.00002,691858766.8990909,True
GD,General Dynamics Corporation,NYSE,common_stock,False,1978-01-13,Industrials,Aerospace & Defense,US,270557000.0,0.328,103972349530.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,384.29,2026-08-21,103972349530.0,447736110.27818185,True
SO,The Southern Company,NYSE,common_stock,False,1981-12-31,Utilities,Regulated Electric,US,1150360000.0,0.327,102313018400.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,88.94,2026-08-21,102313018400.0,540661539.9290909,True
VRT,Vertiv Holdings Co,NYSE,common_stock,False,2018-08-02,Industrials,Electrical Equipment & Parts,US,384988000.0,2.063,100847606600.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,261.95,2026-08-21,100847606600.0,1737885635.280606,True
MCK,McKesson Corporation,NYSE,common_stock,False,1994-11-10,Healthcare,Medical - Distribution,US,117078000.0,0.307,100558294200.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,858.9,2026-08-21,100558294200.0,860453281.2042423,True
VLO,Valero Energy Corporation,NYSE,common_stock,False,1982-01-04,Energy,Oil & Gas Refining & Marketing,US,287927461.99908274,0.554,100446374393.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,348.86,2026-08-21,100446374393.00002,824001174.9515152,True
PSX,Phillips 66,NYSE,common_stock,False,2012-04-12,Energy,Oil & Gas Refining & Marketing,US,400935019.998353,0.687,97375088307.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,242.87,2026-08-21,97375088307.0,531677527.9621212,True
PWR,"Quanta Services, Inc.",NYSE,common_stock,False,1998-02-12,Industrials,Engineering & Construction,US,150343000.0,1.219,96120293620.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,639.34,2026-08-21,96120293620.0,775728074.2527273,True
HCA,"HCA Healthcare, Inc.",NYSE,common_stock,False,2011-03-10,Healthcare,Medical - Care Facilities,US,216501501.9991146,1.109,92920279643.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,429.19,2026-08-21,92920279643.0,640248515.000303,True
MMM,3M Company,NYSE,common_stock,False,1946-01-14,Industrials,Conglomerates,US,515722416.99821186,1.08,92293683746.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,178.96,2026-08-21,92293683746.0,567120096.9739394,True
WM,"Waste Management, Inc.",NYSE,common_stock,False,1988-06-22,Industrials,Waste Management,US,399715183.9998215,0.437,89560184127.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,224.06,2026-08-21,89560184127.0,437289631.55121213,True
EMR,Emerson Electric Co.,NYSE,common_stock,False,1972-06-01,Industrials,Industrial - Machinery,US,560100000.0,1.235,88058922000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,157.26,2026-08-21,88081326000.0,399194701.70363635,True
ELV,Elevance Health Inc.,NYSE,common_stock,False,2001-10-30,Healthcare,Medical - Healthcare Plans,US,216869290.00099865,0.692,86864825417.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,400.54,2026-08-21,86864825417.0,602523602.6815152,True
UPS,"United Parcel Service, Inc.",NYSE,common_stock,False,1999-11-10,Industrials,Integrated Freight & Logistics,US,849502166.003333,1.038,86657715954.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,102.01,2026-08-21,86657715954.0,545093878.6818181,True
WMB,"The Williams Companies, Inc.",NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Midstream,US,1223167471.996028,0.615,86221075101.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,70.49,2026-08-21,86221075101.0,487604079.65393937,True
SHW,The Sherwin-Williams Company,NYSE,common_stock,False,1980-03-17,Basic Materials,Chemicals - Specialty,US,242758150.99974033,1.093,84137547555.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,346.59,2026-08-21,84137547555.0,756846966.2636364,True
EOG,"EOG Resources, Inc.",NYSE,common_stock,False,1989-10-04,Energy,Oil & Gas Exploration & Production,US,532628999.99999994,0.278,81518868450.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,153.05,2026-08-21,81518868450.0,475590339.18757576,True
ITW,Illinois Tool Works Inc.,NYSE,common_stock,False,1973-03-13,Industrials,Industrial - Machinery,US,287700000.0,1.005,81214833000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,282.29,2026-08-21,81214833000.0,366829576.9457576,True
CMI,Cummins Inc.,NYSE,common_stock,False,1947-10-03,Industrials,Industrial - Machinery,US,137989000.0,1.246,81093375520.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,587.68,2026-08-21,81093375520.0,617265089.1730303,True
SLB,Slb N.V.,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Equipment & Services,US,1484143267.99703,0.749,79950797847.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,53.87,2026-08-21,79950797847.0,649028632.8333334,True
MSI,"Motorola Solutions, Inc.",NYSE,common_stock,False,1980-03-17,Technology,Communication Equipment,US,165996000.0,0.87,79756098120.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,480.47,2026-08-21,79756098120.0,420999412.04121214,True
GM,General Motors Company,NYSE,common_stock,False,2010-11-18,Consumer Cyclical,Auto - Manufacturers,US,904451540.9985214,1.329,79528424000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,87.93,2026-08-21,79528424000.0,604649412.7648485,True
ECL,Ecolab Inc.,NYSE,common_stock,False,1973-02-21,Basic Materials,Chemicals - Specialty,US,281438000.0,0.89,79261383940.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,281.63,2026-08-21,79261383940.0,415827890.1951515,True
NSC,Norfolk Southern Corporation,NYSE,common_stock,False,1982-06-02,Industrials,Railroads,US,224607999.99999997,1.269,78774517760.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,350.72,2026-08-21,78774517760.0,419064417.03484845,True
RCL,Royal Caribbean Cruises Ltd.,NYSE,common_stock,False,1993-04-28,Consumer Cyclical,Travel Services,US,268195000.0,1.779,78312940000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,292.0,2026-08-21,78312940000.0,702259925.8778788,True
NOC,Northrop Grumman Corporation,NYSE,common_stock,False,1981-12-31,Industrials,Aerospace & Defense,US,142063000.0,-0.108,78280974890.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,551.03,2026-08-21,78280974890.0,486465993.7039394,True
FDX,FedEx Corporation,NYSE,common_stock,False,1978-04-12,Industrials,Integrated Freight & Logistics,US,236581187.99987698,1.36,76907812595.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,325.08,2026-08-21,76907812595.0,613030530.8075758,True
TGT,Target Corporation,NYSE,common_stock,False,1967-10-18,Consumer Defensive,Discount Stores,US,454191000.00000006,0.973,75132275220.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,165.44,2026-08-21,75141359040.00002,632295055.3812121,True
BSX,Boston Scientific Corporation,NYSE,common_stock,False,1992-05-19,Healthcare,Medical - Devices,US,1486360000.0,0.566,74867953200.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,50.37,2026-08-21,74867953200.0,954515898.7512121,True
HLT,Hilton Worldwide Holdings Inc.,NYSE,common_stock,False,2013-12-12,Consumer Cyclical,Travel Lodging,US,225065000.0,1.063,73512980950.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,326.63,2026-08-21,73512980950.0,670440700.6942425,True
CI,Cigna Corporation,NYSE,common_stock,False,1982-03-31,Healthcare,Medical - Healthcare Plans,US,264240486.0005045,0.306,73329377270.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,277.51,2026-08-21,73329377270.0,467754738.02969694,True
CL,Colgate-Palmolive Company,NYSE,common_stock,False,1973-05-02,Consumer Defensive,Household & Personal Products,US,800189000.0,0.327,72881214120.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,91.08,2026-08-21,72881214120.0,451576613.58,True
HPE,Hewlett Packard Enterprise Company,NYSE,common_stock,False,2015-10-19,Technology,Computer Hardware,US,1324203520.9955091,1.436,70765436162.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,53.45,2026-08-21,70778678197.20996,1181567244.408182,True
KMI,"Kinder Morgan, Inc.",NYSE,common_stock,False,2011-02-11,Energy,Oil & Gas Midstream,US,2226800000.0,0.554,68986264000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,30.98,2026-08-21,68986264000.0,319708080.25454545,True
URI,"United Rentals, Inc.",NYSE,common_stock,False,1997-12-18,Industrials,Rental & Leasing Services,US,62242500.0,1.799,68374008675.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,1098.51,2026-08-21,68374008675.0,546066605.9618182,True
RSG,"Republic Services, Inc.",NYSE,common_stock,False,1998-07-01,Industrials,Waste Management,US,307664000.0,0.396,67892214880.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,220.67,2026-08-21,67892214879.99999,306597023.05545455,True
TRGP,Targa Resources Corp.,NYSE,common_stock,False,2010-12-07,Energy,Oil & Gas Midstream,US,214643999.99999997,0.716,64200020400.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,299.1,2026-08-21,64200020399.99999,309074548.1442424,True
GWW,"W.W. Grainger, Inc.",NYSE,common_stock,False,1973-02-21,Industrials,Industrial - Distribution,US,47213100.0,1.047,61954918344.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,1312.24,2026-08-21,61954918344.0,380566909.1181818,True
COR,"Cencora, Inc.",NYSE,common_stock,False,1995-04-04,Healthcare,Medical - Distribution,US,194561059.99874228,0.573,61878199522.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,318.04,2026-08-21,61878199522.0,420501526.4890909,True
OXY,Occidental Petroleum Corporation,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Exploration & Production,US,994634700.9951061,0.16,60971107171.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,61.3,2026-08-21,60971107171.0,510009233.2742424,True
NKE,"NIKE, Inc.",NYSE,common_stock,False,1980-12-02,Consumer Cyclical,Apparel - Footwear & Accessories,US,1479811225.0,1.118,60317105531.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,40.76,2026-08-21,60317105531.0,1016375078.5245456,True
FIX,"Comfort Systems USA, Inc.",NYSE,common_stock,False,1997-06-27,Industrials,Engineering & Construction,US,35194300.0,1.701,58268035023.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,1655.61,2026-08-21,58268035023.0,827473536.4918182,True
CIEN,Ciena Corporation,NYSE,common_stock,False,1997-02-07,Technology,Communication Equipment,US,141552921.9990399,1.315,56025230998.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,395.79,2026-08-21,56025230998.0,1143161863.4457576,True
NUE,Nucor Corporation,NYSE,common_stock,False,1980-03-17,Basic Materials,Steel,US,227741000.0,1.892,55484539830.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,243.63,2026-08-21,55484539830.0,411409765.88272727,True
AME,"AMETEK, Inc.",NYSE,common_stock,False,1984-07-19,Industrials,Electrical Equipment & Parts,US,229203000.0,0.997,54905578650.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,239.55,2026-08-21,54905578650.0,277448462.2548485,True
CTVA,"Corteva, Inc.",NYSE,common_stock,False,2019-05-24,Basic Materials,Agricultural Inputs,US,668820000.0,0.569,54702787800.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,81.79,2026-08-21,54702787800.00001,351333107.889697,True
DAL,"Delta Air Lines, Inc.",NYSE,common_stock,False,2007-05-03,Industrials,"Airlines, Airports & Air Services",US,657623000.0,1.311,54194711430.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,82.41,2026-08-21,54194711430.0,586616835.1087879,True
KEYS,"Keysight Technologies, Inc.",NYSE,common_stock,False,2014-10-20,Technology,"Hardware, Equipment & Parts",US,170895368.00050613,1.21,54025152686.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,316.13,2026-08-21,54025152686.0,460220936.91242427,True
DVN,Devon Energy Corporation,NYSE,common_stock,False,1985-07-22,Energy,Oil & Gas Exploration & Production,US,1100000000.0,0.419,54010000000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,49.1,2026-08-21,54010000000.0,550278391.7227272,True
CAH,"Cardinal Health, Inc.",NYSE,common_stock,False,1983-08-04,Healthcare,Medical - Distribution,US,234206000.0,0.521,53752619060.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,229.51,2026-08-21,53752619060.0,512096739.2918182,True
BDX,"Becton, Dickinson and Company",NYSE,common_stock,False,1973-02-21,Healthcare,Medical - Instruments & Supplies,US,275540000.0,0.258,52903680000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,192.0,2026-08-21,52903680000.0,329546742.10818183,True
EW,Edwards Lifesciences Corporation,NYSE,common_stock,False,2000-03-27,Healthcare,Medical - Devices,US,575800000.0,0.846,51701082000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,89.79,2026-08-21,51701082000.0,400824783.2060606,True
WAB,Westinghouse Air Brake Technologies Corporation,NYSE,common_stock,False,1995-06-16,Industrials,Railroads,US,168911000.0,0.928,50262846270.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,297.57,2026-08-21,50262846270.0,280365596.52787876,True
CARR,Carrier Global Corporation,NYSE,common_stock,False,2020-03-19,Industrials,Industrial - Machinery,US,824325056.9985093,1.309,49764503691.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,60.37,2026-08-21,49764503691.0,424282085.3560606,True
LHX,"L3Harris Technologies, Inc.",NYSE,common_stock,False,1981-12-31,Industrials,Aerospace & Defense,US,186215000.0,0.746,49669126950.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,266.73,2026-08-21,49669126950.0,425899355.66424245,True
XYZ,"Block, Inc.",NYSE,common_stock,False,2015-11-19,Technology,Software - Infrastructure,US,595180972.0058423,2.526,48900068660.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,82.16,2026-08-21,48900068660.0,434675163.6309091,True
ROK,"Rockwell Automation, Inc.",NYSE,common_stock,False,1981-12-31,Industrials,Industrial - Machinery,US,111274000.0,1.535,48635639920.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,437.08,2026-08-21,48635639920.0,350603889.94969696,True
AZO,"AutoZone, Inc.",NYSE,common_stock,False,1991-04-02,Consumer Cyclical,Specialty Retail,US,16325398.999983096,0.344,48289713972.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,2957.95,2026-08-21,48289713972.0,992872975.5942425,True
CMG,"Chipotle Mexican Grill, Inc.",NYSE,common_stock,False,2006-01-26,Consumer Cyclical,Restaurants,US,1282730000.0,0.937,47332737000.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,36.9,2026-08-21,47332737000.0,647065021.7212121,True
FERG,Ferguson plc,NYSE,common_stock,False,2010-01-05,Industrials,Industrial - Distribution,US,193937820.0008256,1.121,46979497517.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,242.24,2026-08-21,46979497517.0,419244583.3387879,True
HUM,Humana Inc.,NYSE,common_stock,False,1981-12-31,Healthcare,Medical - Healthcare Plans,US,120080000.0,0.74,45494709600.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,378.88,2026-08-21,45495910400.0,549581874.9124242,True
A,"Agilent Technologies, Inc.",NYSE,common_stock,False,1999-11-18,Healthcare,Medical - Diagnostics & Research,US,282432000.0,1.229,44886917760.0,2026-08-21,fmp:company-screener,2026-08-22T00:43:42.804386+00:00,159.0,2026-08-21,44906688000.0,307195826.10484844,True
