ticker,name,sector,industry,final_bucket,decision_stage,decision_reason,rank,eligible,robust_return,expected_irr,median_irr,p10_irr,worst_case_hurdle_gap,business_quality,model_confidence,data_confidence,evidence_confidence,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,165,False,-0.3071269313211087,-0.05110394047296718,-0.03770378028857516,-0.1871269313211087,0.3071269313211087,0.9387,0.58716,0.85,0.499086,False,
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,148,False,-0.29271580686895393,0.04176549252764103,0.08012684271222126,-0.17271580686895394,0.29271580686895393,0.2635723426046662,0.6,0.8,0.48,False,
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,128,False,-0.2700736635076121,-0.06906140974843564,-0.05545944347148313,-0.1500736635076121,0.2700736635076121,0.5899339399080993,0.6,0.8,0.48,False,
V,Visa Inc.,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,98,False,-0.23375706019171044,-0.03287889217026529,-0.02469930856605057,-0.11375706019171045,0.23375706019171044,0.9491,0.9161,1.0,0.9161,False,
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3378,1.0,,,
MA,Mastercard Incorporated,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
CAT,Caterpillar Inc.,Industrials,Agricultural - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,277,False,-0.5683394828308519,-0.2990568054437972,-0.27970973353694717,-0.4483394828308519,0.5683394828308519,0.7032,0.6438,1.0,0.6438,False,
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,159,False,-0.30370874123793323,-0.022230704334287997,-0.0051205593044869315,-0.18370874123793327,0.30370874123793323,0.8468,0.6379,1.0,0.6379,False,
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,161,False,-0.3054158826460476,-0.09301364199663756,-0.07702034333959107,-0.18541588264604758,0.3054158826460476,0.5354501514449487,0.6,0.8,0.48,False,
ORCL,Oracle Corporation,Technology,Software - Infrastructure,watchlist,step2_material_event_gate,material_event_requires_reunderwriting,,,,,,,,,,,,,
GE,GE Aerospace,Industrials,Aerospace & Defense,hard_filter_rejected,step2_hard_filters,security_type,,,,,,,,,,,,,
UNH,UnitedHealth Group Incorporated,Healthcare,Medical - Healthcare Plans,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,45,False,-0.1475214770037564,0.021776252298150233,0.016568416406516948,-0.027521477003756414,0.1475214770037564,0.7428,0.6666300000000001,1.0,0.6666300000000001,False,
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,120,False,-0.26385620857938186,-0.10822228254437502,-0.1103166102315299,-0.1438562085793819,0.26385620857938186,0.963,0.76914,1.0,0.76914,False,
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,164,False,-0.30711822240147735,-0.060707069050113166,-0.045250119420234075,-0.18711822240147735,0.30711822240147735,0.91,0.8097,1.0,0.8097,False,
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,88,False,-0.21964543971582315,0.022877610730938636,0.03581045803730379,-0.09964543971582315,0.21964543971582315,0.9108,0.8372,1.0,0.8372,False,
MS,Morgan Stanley,Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3132,1.0,,,
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,169,False,-0.3142815097019774,0.0016856631926203194,0.023072171752573943,-0.19428150970197738,0.3142815097019774,0.7946,0.6751,1.0,0.6751,False,
GEV,GE Vernova Inc.,Utilities,Renewable Utilities,hard_filter_rejected,step2_hard_filters,listing_age,,,,,,,,,,,,,
GS,"The Goldman Sachs Group, Inc.",Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
DELL,Dell Technologies Inc.,Technology,Computer Hardware,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,268,False,-0.5058184999713558,-0.2300618125718756,-0.21613979506655592,-0.38581849997135576,0.5058184999713558,0.6976,0.5747399999999999,1.0,0.5747399999999999,False,
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,92,False,-0.2249852300435304,0.0023303848065552545,0.015849312199861774,-0.10498523004353041,0.2249852300435304,0.9783,0.8815,1.0,0.8815,False,
IBM,International Business Machines Corporation,Technology,Information Technology Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,248,False,-0.4529030962209799,-0.15680093279552232,-0.1328887033276259,-0.3329030962209799,0.4529030962209799,0.7564,0.7036,0.85,0.59806,False,
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,125,False,-0.26563569263191256,-0.04374518743387332,-0.026488611959831543,-0.14563569263191256,0.26563569263191256,0.5206073580861041,0.6,0.8,0.48,False,
RTX,RTX Corporation,Industrials,Aerospace & Defense,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,264,False,-0.48911673461727334,-0.17772662305578704,-0.15449741043848914,-0.36911673461727335,0.48911673461727334,0.4493,0.55935,1.0,0.55935,False,
