ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941741000.0,0.517,1122282167110.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,1199.43,2026-06-30,1129552407630.0,3501203539.4861293,True
JNJ,Johnson & Johnson,NYSE,common_stock,False,1962-01-02,Healthcare,Drug Manufacturers - General,US,2407220000.0,0.256,611385735600.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,253.97,2026-06-30,611361663400.0,1926935908.021613,True
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144949981.433237,0.149,564811611750.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,136.72,2026-06-30,566697561461.5521,2729328660.9380646,True
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.603,456680128170.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,1064.9,2026-06-30,490532341300.00006,2743899385.002903,True
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792820.9981282,0.309,443588673568.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,251.64,2026-06-30,444595745475.96893,1701104220.9435484,True
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144403.9996248,0.65,387359914082.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,415.63,2026-06-30,377452058634.3641,2824205633.520645,True
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997116682.0003421,0.974,349828416713.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,352.68,2026-06-30,351663111407.8807,1578244426.6232257,True
KO,The Coca-Cola Company,NYSE,common_stock,False,1962-01-02,Consumer Defensive,Beverages - Non-Alcoholic,US,4302480000.0,0.354,349748599200.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,81.27,2026-06-30,349662549600.0,1313112130.0403225,True
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2328598977.9985757,0.385,343340276311.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,146.64,2026-06-30,341465754133.7111,1310644493.454516,True
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991599963.3192518,0.472,330008120000.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,165.76,2026-06-30,330127609919.79913,1921300944.8487096,True
MRK,"Merck & Co., Inc.",NYSE,common_stock,False,1978-01-13,Healthcare,Drug Manufacturers - General,US,2469824414.997608,0.218,309765378129.0,2026-07-02,fmp:company-screener,2026-07-02T02:16:56.690707+00:00,128.5,2026-06-30,317372437327.1926,1256052009.4874194,True
