ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941741000.0,0.506,1116631721110.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,1185.71,2026-08-07,1116631721110.0,3433076276.6896777,True
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144460000.0,0.162,633853712400.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,153.04,2026-08-07,634268158400.0,2438571149.9541936,True
JNJ,Johnson & Johnson,NYSE,common_stock,False,1962-01-02,Healthcare,Drug Manufacturers - General,US,2409898416.000617,0.235,624742065364.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,259.24,2026-08-07,624742065364.0,2044160445.0370967,True
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792821.0006504,0.283,434701705679.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,246.04,2026-08-07,434701705679.0,1451458699.6903226,True
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460636999.99999994,1.565,387943875030.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,842.19,2026-08-07,387943875030.0,2732489486.668387,True
KO,The Coca-Cola Company,NYSE,common_stock,False,1962-01-02,Consumer Defensive,Beverages - Non-Alcoholic,US,4302548934.003447,0.349,374536884705.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,87.05,2026-08-07,374536884705.0,1438934019.0390322,True
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.488,371562854000.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,186.56,2026-08-07,371552896000.0,1592943087.2454839,True
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144403.9992139,0.633,369687423980.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,407.08,2026-08-07,369687423980.0,2510059823.213226,True
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997117000.0,0.951,354594747540.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,355.62,2026-08-07,354594747540.0,1608040978.1029034,True
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2377208936.9966383,0.38,346525746746.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,145.79,2026-08-07,346573290924.73987,1323199778.2387097,True
MRK,"Merck & Co., Inc.",NYSE,common_stock,False,1978-01-13,Healthcare,Drug Manufacturers - General,US,2469820000.0,0.205,317544757400.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,128.57,2026-08-07,317544757400.0,1261171616.0125806,True
DELL,Dell Technologies Inc.,NYSE,common_stock,False,2016-08-17,Technology,Computer Hardware,US,664250943.0003856,1.376,301420471660.0,2026-08-07,fmp:company-screener,2026-08-08T00:59:31.794066+00:00,453.77,2026-08-07,301417150405.285,3366881266.1712904,True
