ticker,name,sector,industry,final_bucket,decision_stage,decision_reason,rank,eligible,robust_return,expected_irr,median_irr,p10_irr,worst_case_hurdle_gap,business_quality,model_confidence,data_confidence,evidence_confidence,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,154,False,-0.3047059613899391,0.026666776350359966,0.06447214042984384,-0.1847059613899391,0.3047059613899391,0.26357234260466633,0.6,0.8,0.48,False,
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,148,False,-0.2973586541588884,-0.03412133300189451,-0.020243787772051266,-0.17735865415888838,0.2973586541588884,0.9387,0.57159,1.0,0.57159,False,
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,137,False,-0.2868397820274793,-0.08742562093794934,-0.07409197459522054,-0.1668397820274793,0.2868397820274793,0.5899339399080994,0.6,0.8,0.48,False,
V,Visa Inc.,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3421,1.0,,,
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,85,False,-0.234537201616622,-0.037239004228104,-0.02966805286414453,-0.11453720161662201,0.234537201616622,0.9531,0.9159,1.0,0.9159,False,
MA,Mastercard Incorporated,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,168,False,-0.32334211869538454,-0.11297333824005432,-0.09733199789010694,-0.20334211869538454,0.32334211869538454,0.5354501514449487,0.6,0.8,0.48,False,
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,135,False,-0.2851147414129809,0.002438573081235556,0.021488302288344148,-0.1651147414129809,0.2851147414129809,0.9234,0.6489,1.0,0.6489,False,
ORCL,Oracle Corporation,Technology,Software - Infrastructure,watchlist,step2_material_event_gate,material_event_requires_reunderwriting,,,,,,,,,,,,,
CAT,Caterpillar Inc.,Industrials,Agricultural - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,262,False,-0.49694053460872956,-0.23097598217373155,-0.21364588668657228,-0.37694053460872956,0.49694053460872956,0.7365,0.6435,1.0,0.6435,False,
GE,GE Aerospace,Industrials,Aerospace & Defense,hard_filter_rejected,step2_hard_filters,security_type,,,,,,,,,,,,,
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,155,False,-0.3055151152878534,-0.07046897018008165,-0.05691418885253367,-0.18551511528785342,0.3055151152878534,0.93,0.812,1.0,0.812,False,
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3413,1.0,,,
UNH,UnitedHealth Group Incorporated,Healthcare,Medical - Healthcare Plans,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,29,False,-0.13962845889065645,0.0272078787955252,0.021920304745435742,-0.01962845889065644,0.13962845889065645,0.7712,0.671571,0.85,0.57083535,False,
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,110,False,-0.2675344232239877,-0.11179957866770562,-0.11385059719614216,-0.14753442322398772,0.2675344232239877,0.9618,0.7689600000000001,1.0,0.7689600000000001,False,
