ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941740999.9999999,0.517,1063555198349.9999,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,1112.0,2026-06-17,1047215991999.9999,3119889960.8145714,True
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144950000.0,0.149,588002607000.0,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,140.74,2026-06-17,583360263000.0,2946617832.616286,True
JNJ,Johnson & Johnson,NYSE,common_stock,False,1943-01-02,Healthcare,Drug Manufacturers - General,US,2407216970.999146,0.256,566129287239.78,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,234.2,2026-06-17,563770214608.0,1747538635.6739998,True
ORCL,Oracle Corporation,NYSE,common_stock,False,1986-03-12,Technology,Software - Infrastructure,US,2876046000.0,1.655,527840722380.0,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,183.53,2026-06-17,527840722380.0,4728709388.446,True
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.603,430202713410.0,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,955.92,2026-06-17,440332121040.0,2059815946.7528572,True
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792821.0007684,0.309,390867575789.82996,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,221.23,2026-06-17,390867575790.0,1242398892.2737143,True
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144403.9996997,0.65,362830933730.12,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,399.53,2026-06-17,362830933730.0,2545763221.5680003,True
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.472,358707076000.0,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,177.58,2026-06-17,353668328000.0,2064402561.3874285,True
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2328598978.001328,0.385,355088058155.22003,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,150.56,2026-06-17,350593862127.87994,1238815285.1017141,True
KO,The Coca-Cola Company,NYSE,common_stock,False,1919-09-05,Consumer Defensive,Beverages - Non-Alcoholic,US,4302482418.003252,0.354,345403288517.04,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,79.93,2026-06-17,343897419670.99994,1153284267.7942858,True
