ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
UNP,Union Pacific Corporation,NYSE,common_stock,False,1980-01-02,Industrials,Railroads,US,594075497.9984659,0.966,162651930597.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,273.79,2026-09-25,162651930597.0,802130879.4284848,True
DHR,Danaher Corporation,NYSE,common_stock,False,1978-12-29,Healthcare,Medical - Diagnostics & Research,US,702986053.9995549,0.808,157925817031.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,224.49,2026-09-25,157813339262.36008,970418470.0539393,True
COP,ConocoPhillips,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Exploration & Production,US,1218294006.9992144,0.134,155088827091.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,127.3,2026-09-25,155088827091.0,793602769.080909,True
TJX,"The TJX Companies, Inc.",NYSE,common_stock,False,1987-06-26,Consumer Cyclical,Apparel - Retail,US,1104704446.0030746,0.593,143722048425.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,130.1,2026-09-25,143722048425.0,1021652019.7463636,True
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599012.999138,1.159,141718403285.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,69.62,2026-09-25,141718403285.0,1350965753.871212,True
NOW,"ServiceNow, Inc.",NYSE,common_stock,False,2012-06-29,Technology,Software - Application,US,1033862000.0,0.972,140212364440.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,135.62,2026-09-25,140212364440.0,2281503430.4260607,True
GLW,Corning Inc,NYSE,common_stock,False,1981-12-31,Technology,"Hardware, Equipment & Parts",US,861388000.0000001,1.151,134979499600.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,156.74,2026-09-25,135013955120.00003,1695370181.8775756,True
BMY,Bristol-Myers Squibb Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,2042710000.0,0.227,128404750600.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,62.86,2026-09-25,128404750600.0,676965181.5112121,True
PH,Parker-Hannifin Corporation,NYSE,common_stock,False,1980-03-17,Industrials,Industrial - Machinery,US,126086388.9996218,1.123,123354096950.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,978.33,2026-09-25,123354096950.0,601785419.4387878,True
LMT,Lockheed Martin Corporation,NYSE,common_stock,False,1977-01-03,Industrials,Aerospace & Defense,US,230791000.00000003,0.104,119909771960.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,519.56,2026-09-25,119909771960.0,629984985.5372727,True
MO,"Altria Group, Inc.",NYSE,common_stock,False,1985-07-01,Consumer Defensive,Tobacco,US,1669743961.0057406,0.494,114886733237.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,68.82,2026-09-25,114911779396.41505,601349139.6287879,True
MPC,Marathon Petroleum Corporation,NYSE,common_stock,False,2011-06-24,Energy,Oil & Gas Refining & Marketing,US,291937000.0,0.527,114883048240.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,393.52,2026-09-25,114883048240.0,847826244.1666666,True
CVS,CVS Health Corp.,NYSE,common_stock,False,1973-02-21,Healthcare,Medical - Healthcare Plans,US,1275930000.0,0.58,113723640900.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,89.13,2026-09-25,113723640900.0,722670268.3381819,True
VLO,Valero Energy Corporation,NYSE,common_stock,False,1982-01-04,Energy,Oil & Gas Refining & Marketing,US,287927461.99958676,0.568,111479754737.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,387.18,2026-09-25,111479754737.0,993238766.299394,True
LOW,"Lowe's Companies, Inc.",NYSE,common_stock,False,1980-03-17,Consumer Cyclical,Home Improvement,US,560707000.0,0.846,106096978540.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,189.28,2026-09-25,106130620960.0,641160598.8987879,True
SYK,Stryker Corporation,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Devices,US,383360761.9988251,0.768,104412137138.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,272.36,2026-09-25,104412137138.0,793130693.4957576,True
FCX,Freeport-McMoRan Inc.,NYSE,common_stock,False,1995-07-10,Basic Materials,Copper,US,1437560000.0,1.401,103935588000.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,72.31,2026-09-25,103949963600.0,987696910.8912121,True
PSX,Phillips 66,NYSE,common_stock,False,2012-04-12,Energy,Oil & Gas Refining & Marketing,US,400935020.0,0.704,102539131365.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,255.75,2026-09-25,102539131365.0,646345037.8466666,True
MCK,McKesson Corporation,NYSE,common_stock,False,1994-11-10,Healthcare,Medical - Distribution,US,117078000.0,0.307,101464477920.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,866.64,2026-09-25,101464477920.0,827938598.1233333,True
PWR,"Quanta Services, Inc.",NYSE,common_stock,False,1998-02-12,Industrials,Engineering & Construction,US,150343000.0,1.2,97592151590.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,649.13,2026-09-25,97592151590.0,663392313.0833334,True
VRT,Vertiv Holdings Co,NYSE,common_stock,False,2018-08-02,Industrials,Electrical Equipment & Parts,US,384988000.0,2.075,97509760640.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,253.28,2026-09-25,97509760640.0,1361171964.279091,True
SO,The Southern Company,NYSE,common_stock,False,1981-12-31,Utilities,Regulated Electric,US,1150360000.0,0.316,95341836800.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,82.88,2026-09-25,95341836800.0,502002919.7312121,True
HCA,"HCA Healthcare, Inc.",NYSE,common_stock,False,2011-03-10,Healthcare,Medical - Care Facilities,US,216501501.99949494,1.109,94310219286.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,435.61,2026-09-25,94310219286.0,599967433.0972728,True
GD,General Dynamics Corporation,NYSE,common_stock,False,1978-01-13,Industrials,Aerospace & Defense,US,270557000.0,0.321,91101953040.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,336.72,2026-09-25,91101953040.0,399069333.83787876,True
EMR,Emerson Electric Co.,NYSE,common_stock,False,1972-06-01,Industrials,Industrial - Machinery,US,560100000.0,1.233,88551810000.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,158.23,2026-09-25,88624623000.0,372662306.5057576,True
MMM,3M Company,NYSE,common_stock,False,1946-01-14,Industrials,Conglomerates,US,515722417.00294983,1.074,87414949682.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,169.55,2026-09-25,87440735802.85014,535621521.9466667,True
ELV,Elevance Health Inc.,NYSE,common_stock,False,2001-10-30,Healthcare,Medical - Healthcare Plans,US,216869289.99974754,0.696,85899757076.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,396.09,2026-09-25,85899757076.0,489450572.64363635,True
WMB,"The Williams Companies, Inc.",NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Midstream,US,1223167472.0040426,0.618,84716579111.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,69.26,2026-09-25,84716579111.0,501851716.4584849,True
HPE,Hewlett Packard Enterprise Company,NYSE,common_stock,False,2015-10-19,Technology,Computer Hardware,US,1324203521.004131,1.442,83345369612.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,62.94,2026-09-25,83345369612.0,1128020267.2239394,True
WM,"Waste Management, Inc.",NYSE,common_stock,False,1988-06-22,Industrials,Waste Management,US,399715184.00135374,0.431,82673091507.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,206.83,2026-09-25,82673091507.0,456424139.8875758,True
SHW,The Sherwin-Williams Company,NYSE,common_stock,False,1980-03-17,Basic Materials,Chemicals - Specialty,US,242758150.99969614,1.089,79891707494.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,329.1,2026-09-25,79891707494.0,624645498.4290909,True
UPS,"United Parcel Service, Inc.",NYSE,common_stock,False,1999-11-10,Industrials,Integrated Freight & Logistics,US,849502165.9995742,1.038,79802233474.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,93.96,2026-09-25,79819223517.31999,503676141.63666666,True
ITW,Illinois Tool Works Inc.,NYSE,common_stock,False,1973-03-13,Industrials,Industrial - Machinery,US,287700000.0,0.997,78921864000.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,274.32,2026-09-25,78921864000.0,344597964.6181818,True
ECL,Ecolab Inc.,NYSE,common_stock,False,1973-02-21,Basic Materials,Chemicals - Specialty,US,281438000.0,0.89,78659106620.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,279.49,2026-09-25,78659106620.0,351931857.0609091,True
SLB,Slb N.V.,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Equipment & Services,US,1484143268.0054326,0.774,76492744033.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,51.54,2026-09-25,76492744033.0,645199786.1448485,True
MSI,"Motorola Solutions, Inc.",NYSE,common_stock,False,1980-03-17,Technology,Communication Equipment,US,165996000.0,0.881,75840252480.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,456.88,2026-09-25,75840252480.0,410321070.6442424,True
EOG,"EOG Resources, Inc.",NYSE,common_stock,False,1989-10-04,Energy,Oil & Gas Exploration & Production,US,532629000.0,0.272,74754480150.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,140.35,2026-09-25,74754480150.0,429521340.679697,True
GM,General Motors Company,NYSE,common_stock,False,2010-11-18,Consumer Cyclical,Auto - Manufacturers,US,904451541.0020574,1.321,74734830833.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,82.63,2026-09-25,74734830833.0,535219863.3378788,True
NOC,Northrop Grumman Corporation,NYSE,common_stock,False,1981-12-31,Industrials,Aerospace & Defense,US,142063000.0,-0.11,72526002760.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,510.52,2026-09-25,72526002760.0,446602703.99727273,True
CMI,Cummins Inc.,NYSE,common_stock,False,1947-10-03,Industrials,Industrial - Machinery,US,137989000.0,1.226,72452504340.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,525.06,2026-09-25,72452504340.0,593494116.6427273,True
CI,Cigna Corporation,NYSE,common_stock,False,1982-03-31,Healthcare,Medical - Healthcare Plans,US,264240486.0005147,0.317,71876054597.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,272.01,2026-09-25,71876054597.0,470348439.5824242,True
TGT,Target Corporation,NYSE,common_stock,False,1967-10-18,Consumer Defensive,Discount Stores,US,454191000.00000006,0.986,71512372950.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,157.45,2026-09-25,71512372950.0,597360793.5696969,True
HLT,Hilton Worldwide Holdings Inc.,NYSE,common_stock,False,2013-12-12,Consumer Cyclical,Travel Lodging,US,225065000.0,1.056,70661407400.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,313.96,2026-09-25,70661407400.0,623248297.2306061,True
NSC,Norfolk Southern Corporation,NYSE,common_stock,False,1982-06-02,Industrials,Railroads,US,224608000.0,1.268,70302304000.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,313.0,2026-09-25,70302304000.0,373069843.3709091,True
CL,Colgate-Palmolive Company,NYSE,common_stock,False,1973-05-02,Consumer Defensive,Household & Personal Products,US,800189000.0,0.323,68864265340.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,86.06,2026-09-25,68864265340.0,410286977.28909093,True
KMI,"Kinder Morgan, Inc.",NYSE,common_stock,False,2011-02-11,Energy,Oil & Gas Midstream,US,2226800000.0,0.551,68474100000.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,30.75,2026-09-25,68474100000.0,350110585.1748485,True
FDX,FedEx Corporation,NYSE,common_stock,False,1978-04-12,Industrials,Integrated Freight & Logistics,US,236581188.00069964,1.36,67626732590.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,285.85,2026-09-25,67626732590.0,486706933.9866667,True
BSX,Boston Scientific Corporation,NYSE,common_stock,False,1992-05-19,Healthcare,Medical - Devices,US,1486360000.0,0.568,65280931200.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,43.92,2026-09-25,65280931200.0,948307181.7354546,True
RSG,"Republic Services, Inc.",NYSE,common_stock,False,1998-07-01,Industrials,Waste Management,US,307664000.0,0.4,65255534400.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,212.1,2026-09-25,65255534400.0,317043441.8190909,True
URI,"United Rentals, Inc.",NYSE,common_stock,False,1997-12-18,Industrials,Rental & Leasing Services,US,62242500.0,1.787,65171632050.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,1047.06,2026-09-25,65171632050.0,478833021.4418182,True
RCL,Royal Caribbean Cruises Ltd.,NYSE,common_stock,False,1993-04-28,Consumer Cyclical,Travel Services,US,268195000.0,1.75,65090926500.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,242.7,2026-09-25,65090926500.0,642832575.1375757,True
KEYS,"Keysight Technologies, Inc.",NYSE,common_stock,False,2014-10-20,Technology,"Hardware, Equipment & Parts",US,170895367.99944776,1.208,61889757521.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,362.15,2026-09-25,61889757521.0,421284837.8630303,True
COR,"Cencora, Inc.",NYSE,common_stock,False,1995-04-04,Healthcare,Medical - Distribution,US,194561059.99934834,0.574,59714680535.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,306.92,2026-09-25,59714680535.0,407316110.4757576,True
TRGP,Targa Resources Corp.,NYSE,common_stock,False,2010-12-07,Energy,Oil & Gas Midstream,US,214644000.00000003,0.722,59636688960.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,277.84,2026-09-25,59636688960.0,314996878.7390909,True
GWW,"W.W. Grainger, Inc.",NYSE,common_stock,False,1973-02-21,Industrials,Industrial - Distribution,US,47213100.0,1.034,58689188217.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,1243.07,2026-09-25,58689188217.0,351035317.7236363,True
FIX,"Comfort Systems USA, Inc.",NYSE,common_stock,False,1997-06-27,Industrials,Engineering & Construction,US,35194300.0,1.676,58384176213.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,1658.91,2026-09-25,58384176213.0,740360730.4193939,True
AME,"AMETEK, Inc.",NYSE,common_stock,False,1984-07-19,Industrials,Electrical Equipment & Parts,US,229203000.0,0.989,57470360220.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,250.74,2026-09-25,57470360220.0,306074539.67242426,True
OXY,Occidental Petroleum Corporation,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Exploration & Production,US,994634701.0024621,0.164,56554929099.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,56.86,2026-09-25,56554929099.0,459222475.43151516,True
NUE,Nucor Corporation,NYSE,common_stock,False,1980-03-17,Basic Materials,Steel,US,227741000.0,1.881,56308962250.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,247.25,2026-09-25,56308962250.0,348644351.3551515,True
DAL,"Delta Air Lines, Inc.",NYSE,common_stock,False,2007-05-03,Industrials,"Airlines, Airports & Air Services",US,657623000.0,1.291,55858497620.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,84.94,2026-09-25,55858497620.0,490227987.67939395,True
NKE,"NIKE, Inc.",NYSE,common_stock,False,1980-12-02,Consumer Cyclical,Apparel - Footwear & Accessories,US,1479811225.006993,1.11,52903251294.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,35.75,2026-09-25,52903251294.0,1032383840.8766667,True
CTVA,"Corteva, Inc.",NYSE,common_stock,False,2019-05-24,Basic Materials,Agricultural Inputs,US,668820000.0,0.577,52522434600.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,78.52,2026-09-25,52515746400.0,373223900.43333334,True
DVN,Devon Energy Corporation,NYSE,common_stock,False,1985-07-22,Energy,Oil & Gas Exploration & Production,US,1100000000.0,0.426,51755000000.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,47.05,2026-09-25,51755000000.0,517169110.5742425,True
CAH,"Cardinal Health, Inc.",NYSE,common_stock,False,1983-08-04,Healthcare,Medical - Distribution,US,234206000.0,0.519,51576845320.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,220.22,2026-09-25,51576845320.0,440038358.67151517,True
BDX,"Becton, Dickinson and Company",NYSE,common_stock,False,1973-02-21,Healthcare,Medical - Instruments & Supplies,US,275540000.0,0.258,50649762800.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,183.82,2026-09-25,50649762800.0,308121965.47,True
CIEN,Ciena Corporation,NYSE,common_stock,False,1997-02-07,Technology,Communication Equipment,US,141552921.99994394,1.309,50521653391.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,356.91,2026-09-25,50521653390.99999,870877134.529697,True
EW,Edwards Lifesciences Corporation,NYSE,common_stock,False,2000-03-27,Healthcare,Medical - Devices,US,575800000.0,0.852,49685782000.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,86.29,2026-09-25,49685782000.0,348969943.00454545,True
A,"Agilent Technologies, Inc.",NYSE,common_stock,False,1999-11-18,Healthcare,Medical - Diagnostics & Research,US,282432000.0,1.241,48801425280.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,172.79,2026-09-25,48801425280.0,338926722.75545454,True
WAB,Westinghouse Air Brake Technologies Corporation,NYSE,common_stock,False,1995-06-16,Industrials,Railroads,US,168911000.0,0.921,48644678890.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,288.0,2026-09-25,48646368000.0,261066391.29757574,True
ROK,"Rockwell Automation, Inc.",NYSE,common_stock,False,1981-12-31,Industrials,Industrial - Machinery,US,111274000.0,1.515,48309607100.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,434.15,2026-09-25,48309607100.0,338458742.64878786,True
HUM,Humana Inc.,NYSE,common_stock,False,1981-12-31,Healthcare,Medical - Healthcare Plans,US,120080000.0,0.745,47807450400.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,397.93,2026-09-25,47783434400.0,449170574.4066667,True
AZO,"AutoZone, Inc.",NYSE,common_stock,False,1991-04-02,Consumer Cyclical,Specialty Retail,US,16325399.000055708,0.34,46889157992.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,2872.16,2026-09-25,46889157992.0,782387169.5869696,True
CARR,Carrier Global Corporation,NYSE,common_stock,False,2020-03-19,Industrials,Industrial - Machinery,US,824325056.9984034,1.298,46467203463.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,56.37,2026-09-25,46467203463.0,389530653.62060606,True
VEEV,Veeva Systems Inc.,NYSE,common_stock,False,2013-10-16,Technology,Software - Application,US,162443291.0004275,0.974,45594582918.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,280.68,2026-09-25,45594582917.99999,390274290.7036364,True
XYZ,"Block, Inc.",NYSE,common_stock,False,2015-11-19,Technology,Software - Infrastructure,US,595180971.9968594,2.522,45483729880.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,76.42,2026-09-25,45483729880.0,361442562.96393937,True
