rank,ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,shares_outstanding,beta,specialist_model_note,downside_penalty,ambiguity_penalty,permanent_loss_penalty,hurdle_penalty,robust_return
57,CPAY,397.76,0.042615172532896414,0.05479461000941231,-0.0660225545754656,0.12689402468822664,0.25,0.12,0.0,0.0660225545754656,0.1860225545754656,0.0660225545754656,0.1860225545754656,186.19269386922113,339.07194340600654,475.91272426285485,186.19269386922113,475.91272426285485,False,,-0.14754640133244534,0.8139,1.0,0.10204128963184612,0.8353,-0.06520538999058768,0.8139,valid,,,,,False,ok,False,,"Corpay, Inc.",Technology,Software - Infrastructure,general_dcf,25998356901.0,0.8353,0.13862949342327785,,0.08061540271170273,0.05801409071157512,0.43970602965951056,0.4080060121477892,0.09277496065239532,2.994437805741058,0.029367564797265832,-0.04796000676318146,thin_interest_coverage,8.0,2025.0,ttm,2026-08-10,2026-09-18,True,,,,0.0660225545754656,0.05102064481592306,0.0,0.1860225545754656,-0.1860225545754656
58,CINF,169.0,0.041114863987588735,0.07740649558737167,-0.16510997938169858,0.17475644415731018,0.25,0.12,0.25,0.16510997938169858,0.2851099793816986,0.16510997938169858,0.2851099793816986,68.5540401621571,245.34920343625214,378.11672249889546,68.5540401621571,378.11672249889546,False,,0.4517704345340363,0.6,0.8,0.18793321176950437,0.27941415420152016,-0.042593504412628325,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,insurance,25937789605.0,,,,,,,,,,,,,,,,,2026-09-18,True,153478045.0,0.545,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model,0.16510997938169858,0.09396660588475218,0.125,0.2851099793816986,-0.2851099793816986
59,DPZ,294.2,0.040747374460625,0.06467468924529383,-0.11250529199605806,0.14614541134797038,0.25,0.12,0.25,0.11250529199605806,0.23250529199605807,0.11250529199605806,0.23250529199605807,108.69647650181754,256.09244967033834,365.9969989267197,108.69647650181754,365.9969989267197,False,,-0.12952940288804093,0.81342,1.0,0.13492275167201423,0.9859,-0.05532531075470616,0.81342,valid,,,forward_roic_cap_hit,,False,ok,False,,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,general_dcf,9732646437.0,0.9859,0.8178818349966508,,0.08208144833296681,0.735800386663684,0.17766900952576264,0.1953608078260636,0.05337097893699405,4.628759453774648,0.009036448222406748,-0.02632140380006387,elevated_leverage;thin_interest_coverage,8.0,2025.0,ttm,2026-07-20,2026-09-18,True,,,,0.11250529199605806,0.06746137583600711,0.125,0.23250529199605807,-0.23250529199605807
60,CDW,146.19,0.04051667755265955,0.05831141249218491,-0.10490998798632059,0.15035387321258897,0.25,0.12,0.25,0.10490998798632059,0.2249099879863206,0.10490998798632059,0.2249099879863206,57.726527679462585,123.931723540696,185.1081009108491,57.726527679462585,185.1081009108491,False,,-0.15225580723239618,0.7952,1.0,0.13377593059945478,0.8442,-0.061688587507815085,0.7952,valid,,,,,False,ok,False,,CDW Corporation,Technology,Information Technology Services,general_dcf,18676211070.0,0.8442,0.1590147540964756,0.3479403851802383,0.08563584688436854,0.07337890721210708,0.0706090264135506,0.07147112389576347,0.04716837528114315,2.7298640549627247,0.003081143118383519,-0.023925529980179383,,8.0,2025.0,ttm,2026-08-05,2026-09-18,True,,,,0.10490998798632059,0.06688796529972739,0.125,0.2249099879863206,-0.2249099879863206
61,INCY,125.31,0.036373863818880664,0.04468596533406529,-0.09320288256858472,0.14932640717597678,0.25,0.12,0.25,0.09320288256858472,0.21320288256858472,0.09320288256858472,0.21320288256858472,59.29093519473898,107.75000893148909,160.7355287051018,59.29093519473898,160.7355287051018,False,,-0.14013240019560214,0.67059,1.0,0.13114694487228076,0.813,-0.0753140346659347,0.67059,valid,,,forward_roic_cap_hit,,False,ok,False,,Incyte Corporation,Healthcare,Biotechnology,general_dcf,25400054551.0,0.813,0.7689896544560232,3.085292852414928,0.08854242038436205,0.6804472340716612,0.17580748591964146,0.3157179359845211,0.15439286151799103,-2.323539364532063,0.05841707369936918,-0.02400144908433799,heavy_sbc;peak_cycle_margins,8.0,2025.0,ttm,2026-07-28,2026-09-18,True,,,,0.09320288256858472,0.06557347243614038,0.125,0.21320288256858472,-0.21320288256858472
62,CPRT,29.28,0.035212975461035995,0.03984972529578957,-0.023057968611828954,0.08421041986439379,0.0,0.12,0.0,0.023057968611828954,0.14305796861182896,0.023057968611828954,0.14305796861182896,17.902006265128875,23.167294199896762,27.736172253532764,17.902006265128875,27.736172253532764,False,,-0.20876727459368982,0.8246,0.95,0.06039619423811138,0.9825,-0.08015027470421043,0.78337,valid,,,,,False,ok,False,,"Copart, Inc.",Industrials,Specialty Business Services,general_dcf,27107760193.0,0.9825,0.2867798498353228,0.1694408378939301,0.10145860359325862,0.18532124624206417,0.3705266255577967,0.35416116166249734,0.12531457040771987,-2.3275011422189507,0.00831613687897748,-0.003386350674600802,,8.0,2026.0,ttm,2026-09-10,2026-09-18,True,,,,0.023057968611828954,0.03019809711905569,0.0,0.14305796861182896,-0.14305796861182896
63,UNH,376.9,0.034159342162820426,0.028191486622381523,-0.011129733854613704,0.09138412926113236,0.0,0.12,0.0,0.011129733854613704,0.1311297338546137,0.011129733854613704,0.1311297338546137,252.23327861780714,292.74759348849227,401.37137185288384,252.23327861780714,401.37137185288384,False,,-0.22327515657072883,0.672057,0.85,0.06559522155787303,0.7751,-0.09180851337761847,0.57124845,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,UnitedHealth Group Incorporated,Healthcare,Medical - Healthcare Plans,general_dcf,342279625868.0,0.7751,0.12168878089985138,-0.07804786860320123,0.07592070608107702,0.04576807481877436,0.08231835080659637,0.0481550844313519,0.10236402697783231,1.6124186279419128,0.0025432324534448558,-0.015683275784179607,incremental_roic_below_wacc,8.0,2025.0,ttm,2026-08-10,2026-09-18,True,,,,0.011129733854613704,0.03279761077893652,0.0,0.1311297338546137,-0.1311297338546137
64,DRI,209.28,0.02912524587372902,0.05130293663532941,-0.1640084068349097,0.17790351705916696,0.25,0.12,0.25,0.1640084068349097,0.2840084068349097,0.1640084068349097,0.2840084068349097,65.89896666606577,184.8288492269454,319.97684783922926,65.89896666606577,319.97684783922926,False,,-0.11683462716482507,0.6265,1.0,0.18216096194703832,0.8182,-0.06869706336467059,0.6265,valid,,,,,False,ok,False,,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,general_dcf,23969885427.879993,0.8182,0.17276114672245155,0.2681590505748327,0.0750715030310424,0.09768964369140914,0.11369714016231727,0.11981015676448993,0.06483717505613917,2.7212556555809506,0.006014047410008779,-0.021336182737631826,,8.0,2026.0,ttm,2026-07-24,2026-09-18,True,,,,0.1640084068349097,0.09108048097351916,0.125,0.2840084068349097,-0.2840084068349097
65,ULTA,540.98,0.028494831096031726,0.03752145355101678,-0.09624248792388243,0.13517890520597578,0.25,0.12,0.25,0.09624248792388243,0.21624248792388243,0.09624248792388243,0.21624248792388243,231.28911310683787,427.39885720522216,638.5015187587859,231.28911310683787,638.5015187587859,False,,-0.20995442122588237,0.5637599999999999,1.0,0.1287978965649291,0.9296,-0.08247854644898323,0.5637599999999999,valid,,,share_change_floor_hit,,False,ok,False,,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,general_dcf,23256357465.0,0.9296,0.24996444950013744,0.14727490186479877,0.08856373825649423,0.1614007112436432,0.13493027782983869,0.1256354339236327,0.09144740440932342,1.1417279841403885,0.003787917016580005,-0.05607722820770178,cyclical_revenue,8.0,2025.0,ttm,2026-08-27,2026-09-18,True,,,,0.09624248792388243,0.06439894828246455,0.125,0.21624248792388243,-0.21624248792388243
66,SNA,372.15,0.028459363772708492,0.03612030088843317,-0.05184962342900687,0.0934464767429745,0.0,0.12,0.0,0.05184962342900687,0.17184962342900686,0.05184962342900687,0.17184962342900686,208.24717747936245,305.14280334727243,388.5783587682341,208.24717747936245,388.5783587682341,False,,-0.18005427019408182,0.8202,0.7,0.08704205008599068,0.9077,-0.08387969911156683,0.57414,valid,,,,,False,ok,False,,Snap-on Incorporated,Industrials,Manufacturing - Tools & Accessories,general_dcf,19250249197.0,0.9077,0.1826697670219214,0.16516481002067349,0.08342854100218933,0.09924122601973207,0.2560587847667042,0.2575008242664029,0.046911038224504376,-0.20915720095358295,0.005598621877691645,-0.007435219273921656,,8.0,2025.0,annual,2026-02-12,2026-09-18,True,,,,0.05184962342900687,0.04352102504299534,0.0,0.17184962342900686,-0.17184962342900686
67,COR,308.78,0.026371548350289254,0.04112121253710941,-0.08888047642976743,0.11212424475670563,0.0,0.12,0.25,0.08888047642976743,0.20888047642976743,0.08888047642976743,0.20888047642976743,143.72582004011502,264.07524377632626,354.5667397138766,143.72582004011502,354.5667397138766,False,,-0.14477866514564974,0.9138,1.0,0.10308836059323653,0.973,-0.07887878746289059,0.9138,valid,,,,,False,ok,False,,"Cencora, Inc.",Healthcare,Medical - Distribution,general_dcf,60076564107.0,0.973,0.2767981215871712,0.5179923594370694,0.07404818355814283,0.20274993802902838,0.010527337797762354,0.013030410676343045,0.097128283927292,1.6490599953534308,0.0004753495006402461,-0.02802754545195918,,8.0,2025.0,ttm,2026-08-05,2026-09-18,True,,,,0.08888047642976743,0.05154418029661827,0.125,0.20888047642976743,-0.20888047642976743
68,HRL,20.83,0.02483446606202054,0.02228142321109774,-0.044012858020141696,0.09878787584602838,0.0,0.12,0.0,0.044012858020141696,0.1640128580201417,0.044012858020141696,0.1640128580201417,12.27457932941922,16.176040316732493,23.594310153855425,12.27457932941922,23.594310153855425,False,,-0.22342581292690855,0.601344,1.0,0.08336004693308505,0.6897,-0.09771857678890225,0.601344,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,general_dcf,11463061450.0,0.6897,0.046408627682061714,-0.8173585816308039,0.07044394603686255,-0.024035318354800835,0.1019744015582596,0.047245427253068704,0.0345289804796276,2.3494065808270497,0.001988189935433579,0.0009138258127456833,incremental_roic_below_wacc,8.0,2025.0,ttm,2026-08-27,2026-09-18,True,,,,0.044012858020141696,0.04168002346654252,0.0,0.1640128580201417,-0.1640128580201417
69,KMB,97.86,0.02202723224181685,0.03779210282955321,-0.1070701122283935,0.11959483553655446,0.0,0.12,0.25,0.1070701122283935,0.2270701122283935,0.1070701122283935,0.2270701122283935,42.296333136808116,83.49822453009872,118.57903922038226,42.296333136808116,118.57903922038226,False,,-0.14675838411916287,0.8332,1.0,0.11833647388247397,0.9589,-0.08220789717044678,0.8332,valid,,,,,False,ok,False,,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,general_dcf,32483648400.0,0.9589,0.2211245952274063,,0.07112523207513573,0.14999936315227058,0.13873102540272614,0.12381527316631452,-0.010116269221897567,2.003242074927954,0.008131970260223048,-0.004951066355880496,,8.0,2025.0,ttm,2026-08-04,2026-09-18,True,,,,0.1070701122283935,0.05916823694123698,0.125,0.2270701122283935,-0.2270701122283935
70,JKHY,154.85,0.020075299224117778,0.031105168431531664,-0.06486268232692965,0.08295354236033745,0.0,0.12,0.0,0.06486268232692965,0.18486268232692965,0.06486268232692965,0.18486268232692965,81.77122890813679,126.41074305321752,157.88575539184728,81.77122890813679,157.88575539184728,False,,-0.18365680947227947,0.944,1.0,0.07558811234363355,0.9886,-0.08889483156846834,0.944,valid,,,,,False,ok,False,,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,general_dcf,11002216380.0,0.9886,0.23514753696874857,0.4890098975313745,0.07819915397911648,0.1569483829896321,0.22906459806807788,0.2490582869368027,0.07018588295632311,0.033100807975276265,0.013003161458725578,-0.004825148960993508,,8.0,2026.0,ttm,2026-08-28,2026-09-18,True,,,,0.06486268232692965,0.037794056171816776,0.0,0.18486268232692965,-0.18486268232692965
71,SWK,89.58,0.018977833601820766,0.04313255493761975,-0.14368092504446395,0.13332714957650751,0.25,0.12,0.25,0.14368092504446395,0.26368092504446394,0.14368092504446395,0.26368092504446394,29.20283096988553,68.76221138069799,99.8193035144315,29.20283096988553,99.8193035144315,False,,-0.23239326433692797,0.6649,1.0,0.14855703731048572,0.6511,-0.07686744506238025,0.6649,valid,,,,,False,ok,False,,"Stanley Black & Decker, Inc.",Industrials,Manufacturing - Tools & Accessories,general_dcf,13528102860.0,0.6511,0.08719322173373056,,0.10155304640617344,-0.014359824672442872,0.11132867047083822,0.08338962597637677,0.011336139540656154,2.3563185880755744,0.0054724263733939614,-0.008945795663361622,thin_interest_coverage,8.0,2025.0,ttm,2026-07-29,2026-09-18,True,,,,0.14368092504446395,0.07427851865524286,0.125,0.26368092504446394,-0.26368092504446394
72,BRK-B,509.77,0.018726888203458608,0.05623987858481705,-0.19101116539820662,0.15343896104240695,0.25,0.12,0.25,0.19101116539820662,0.3110111653982066,0.19101116539820662,0.3110111653982066,176.6391279331805,670.1732290558368,1040.752250273192,176.6391279331805,1040.752250273192,False,,0.3146580400098806,0.6,0.8,0.19022506322030677,0.2635723426046663,-0.06376012141518295,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,insurance,1099499257123.0,,,,,,,,,,,,,,,,,2026-09-18,True,2156853594.999706,0.61,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model,0.19101116539820662,0.09511253161015339,0.125,0.3110111653982066,-0.3110111653982066
73,KIM,22.53,0.015328724494152651,0.008991789773681758,-0.04796886045451665,0.09130017888376374,0.0,0.12,0.0,0.04796886045451665,0.16796886045451664,0.04796886045451665,0.16796886045451664,17.620448581670082,23.561305669785384,34.87243903366808,17.620448581670082,34.87243903366808,False,,0.04577477451333256,0.6,0.8,0.08763451966914018,0.7478553535454635,-0.11100821022631824,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Kimco Realty Corporation,Real Estate,REIT - Retail,reit,15194006700.0,,,,,,,,,,,,,,,,,2026-09-18,True,674390000.0,0.956,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.04796886045451665,0.04381725983457009,0.0,0.16796886045451664,-0.16796886045451664
74,GEHC,64.13,0.015255620007519639,0.02564851909410211,-0.07992334271548313,0.08964878455735746,0.0,0.12,0.25,0.07992334271548313,0.19992334271548312,0.07992334271548313,0.19992334271548312,29.772187653870017,48.206324759420184,64.60458354306905,29.772187653870017,64.60458354306905,False,,-0.24830306004334657,0.8671,0.95,0.0902730636364203,0.6498,-0.09435148090589789,0.823745,valid,,,,,False,ok,False,,GE HealthCare Technologies Inc.,Healthcare,Medical - Devices,general_dcf,28966639341.0,0.6498,0.1055053894121165,,0.08072433705354928,0.024781052358567215,0.13391515151515151,0.1270068665711604,0.036502995670744776,2.634564643799472,0.006303030303030303,5.423569159290764e-05,,7.0,2025.0,ttm,2026-07-29,2026-09-18,True,,,,0.07992334271548313,0.04513653181821015,0.125,0.19992334271548312,-0.19992334271548312
75,HPQ,34.4,0.014655332334223233,-0.001809207512997063,-0.001809207512997063,0.05630094419466335,0.0,0.12,0.0,0.001809207512997063,0.12180920751299706,0.001809207512997063,0.12180920751299706,19.620235595209913,19.620235595209913,27.03124692486773,22.808208772519976,27.03124692486773,True,"growth destroys value: forward ROIC 2.0% at/below WACC 9.8%, so higher-growth scenarios reinvest below the cost of capital and are worth less than the bear case",-0.42964431409273507,0.671733,1.0,0.038903085853830205,0.9686,-0.12180920751299706,0.671733,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,HP Inc.,Technology,Computer Hardware,general_dcf,31459591200.0,0.9686,0.4944225074037512,-0.3893044128646223,0.09754701730042997,0.39687549010332124,0.06576206509215812,0.056438254284845,-0.007949026438381246,1.445303349730616,0.008439291248903079,-0.04068004510888701,incremental_roic_below_wacc,8.0,2025.0,ttm,2026-08-27,2026-09-18,True,,,,0.001809207512997063,0.019451542926915102,0.0,0.12180920751299706,-0.12180920751299706
76,SYY,79.05,0.014406023325864256,0.037658075650688294,-0.173140850441996,0.15544879244407644,0.25,0.12,0.25,0.173140850441996,0.293140850441996,0.173140850441996,0.293140850441996,23.15567144179347,65.23941105252119,110.73121776100645,23.15567144179347,110.73121776100645,False,,-0.1747070075582392,0.6615,1.0,0.17444982144303622,0.814,-0.0823419243493117,0.6615,valid,,,,,False,ok,False,,Sysco Corporation,Consumer Defensive,Food Distribution,general_dcf,37800366150.0,0.814,0.1510280152815579,0.14692294252732546,0.0726263062880878,0.0784017089934701,0.037277182255506566,0.03660426004990953,0.04994089349208797,3.150334608030593,0.0013190604231139973,-0.019409425343016373,elevated_leverage;thin_interest_coverage,8.0,2026.0,ttm,2026-08-21,2026-09-18,True,,,,0.173140850441996,0.08722491072151811,0.125,0.293140850441996,-0.293140850441996
77,PPG,104.52,0.014059438614640422,0.03203863109229135,-0.14412154541350897,0.13628203768748795,0.25,0.12,0.25,0.14412154541350897,0.26412154541350896,0.14412154541350897,0.26412154541350896,33.56688735454436,78.19552719699877,121.05152933300579,33.56688735454436,121.05152933300579,False,,-0.2518606276597898,0.7552,1.0,0.14754579155049843,0.751,-0.08796136890770864,0.7552,valid,,,,,False,ok,False,,"PPG Industries, Inc.",Basic Materials,Chemicals - Specialty,general_dcf,23234796314.0,0.751,0.11027170890768577,0.39650198918486124,0.09034069612254629,0.01993101278513948,0.12688760969798327,0.1247792460873272,0.004591619879200204,2.266228748068006,0.0028976377952755904,-0.01918872022395801,,8.0,2025.0,ttm,2026-07-29,2026-09-18,True,,,,0.14412154541350897,0.07377289577524922,0.125,0.26412154541350896,-0.26412154541350896
78,RMD,224.99,0.01100005986663748,0.020079628613893903,-0.07199981693993321,0.07584079917869532,0.0,0.12,0.0,0.07199981693993321,0.1919998169399332,0.07199981693993321,0.1919998169399332,111.00818978558843,169.02903679289028,214.5709477041074,111.00818978558843,214.5709477041074,False,,-0.24872644654033393,0.8899,0.7,0.08622330805931426,0.9648,-0.0999203713861061,0.62293,valid,,,,,False,ok,False,,ResMed Inc.,Healthcare,Medical - Instruments & Supplies,general_dcf,32636235836.0,0.9648,0.2577929435702289,0.37277116338814886,0.08751857488533728,0.17027436868489165,0.280632662862087,0.3347782935106978,0.11695263244741794,-0.3010643943612932,0.01781095526965154,-0.005635670692350492,,8.0,2026.0,annual,2026-08-13,2026-09-18,True,,,,0.07199981693993321,0.04311165402965713,0.0,0.1919998169399332,-0.1919998169399332
79,BF-B,25.94,0.008092290122294826,0.018990445462986852,-0.03970612194389102,0.034094391507096616,0.0,0.12,0.0,0.03970612194389102,0.159706121943891,0.03970612194389102,0.159706121943891,15.776225412760281,20.38334414847492,21.172432088140006,15.776225412760281,21.172432088140006,False,,-0.21421186783057367,0.680481,1.0,0.04648582672549382,0.8492,-0.10100955453701314,0.680481,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Brown-Forman Corporation,Consumer Defensive,Beverages - Wineries & Distilleries,general_dcf,12096915579.0,0.8492,0.14714816867154762,-0.044201954155991735,0.0712633865004214,0.07588478217112622,0.2998562717978978,0.28607918263090676,0.024138370352259964,1.7642209398186315,0.007044025157232704,-0.014965924395725527,weak_cash_conversion;incremental_roic_below_wacc,8.0,2026.0,ttm,2026-09-02,2026-09-18,True,,,,0.03970612194389102,0.02324291336274691,0.0,0.159706121943891,-0.159706121943891
80,VRTX,508.34,0.007575883367098898,0.017299014110176383,-0.1238284425460733,0.11953394779411612,0.0,0.12,0.25,0.1238284425460733,0.24382844254607328,0.1238284425460733,0.24382844254607328,198.50818842470665,393.6538408055841,619.3911915125337,198.50818842470665,619.3911915125337,False,,-0.22560915763940648,0.6178,1.0,0.1331471951700947,0.8782,-0.10270098588982361,0.6178,valid,,,,,False,ok,False,,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,general_dcf,129019233700.0,0.8782,0.28728024082636705,0.13529162365860806,0.07479917744044186,0.2124810633859252,0.37779085295187886,0.3859223877759559,0.2173528009112493,-1.1532557272138355,0.05889028492684311,-0.004393389129279002,heavy_sbc,8.0,2025.0,ttm,2026-08-04,2026-09-18,True,,,,0.1238284425460733,0.06657359758504736,0.125,0.24382844254607328,-0.24382844254607328
81,WRB,69.99,0.006843975477033998,0.021268763540416735,-0.08040754554293639,0.06524592037023891,0.0,0.12,0.25,0.08040754554293639,0.20040754554293638,0.08040754554293639,0.20040754554293638,46.02703392307766,77.75641653044346,96.00312979405759,46.02703392307766,96.00312979405759,False,,0.11096465967200264,0.6,0.8,0.09082673295658764,0.591938723218514,-0.09873123645958326,0.48,valid,,,specialist_model_v1,,False,specialist,False,,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,insurance,26055667230.0,,,,,,,,,,,,,,,,,2026-09-18,True,372277000.0,0.283,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model,0.08040754554293639,0.04541336647829382,0.125,0.20040754554293638,-0.20040754554293638
82,OTIS,68.52,0.0058299898431869515,0.024963620724156522,-0.12453191266395149,0.09792463058838624,0.0,0.12,0.25,0.12453191266395149,0.24453191266395147,0.12453191266395149,0.24453191266395147,24.664821005983157,50.752344578656555,70.37946942252469,24.664821005983157,70.37946942252469,False,,-0.2593061211521226,0.8050499999999999,1.0,0.11707677162616886,0.9848,-0.09503637927584348,0.8050499999999999,valid,,,forward_roic_cap_hit,,False,ok,False,,Otis Worldwide Corporation,Industrials,Industrial - Machinery,general_dcf,26083463108.0,0.9848,0.7258816088734021,,0.0820287247382245,0.6438528841351776,0.1447580284207614,0.15351083093018578,0.015981973389793902,3.264120276310443,0.0,-0.029715895277589777,elevated_leverage,8.0,2025.0,ttm,2026-07-23,2026-09-18,True,,,,0.12453191266395149,0.05853838581308443,0.125,0.24453191266395147,-0.24453191266395147
83,UAL,108.71,0.005646297198836719,0.16584732696646826,-0.95,0.6408905348624103,0.75,0.12,0.25,0.95,1.0699999999999998,0.95,1.0699999999999998,-56.12666522150103,141.4610943436726,740.6470284368263,-56.12666522150103,740.6470284368263,False,,0.30127030028215085,0.4125,1.0,0.8130702674312051,0.4822,0.04584732696646826,0.4125,valid,,,,,False,ok,True,bear,"United Airlines Holdings, Inc.",Industrials,"Airlines, Airports & Air Services",general_dcf,35283975131.0,0.4822,0.11139724115697172,0.5465351348676303,0.09209602876783232,0.0193012123891394,0.07828532791915829,0.0774856125401418,0.05244136817293299,2.1640406607369758,0.0,-0.003546847796669028,thin_interest_coverage;cyclical_revenue,8.0,2025.0,ttm,2026-07-16,2026-09-18,True,,,,0.95,0.40653513371560257,0.125,1.0699999999999998,-1.0510879776263318
84,AOS,56.95,0.005008287186501571,0.011549564311280874,-0.07993482685415072,0.07686884697759526,0.0,0.12,0.25,0.07993482685415072,0.1999348268541507,0.07993482685415072,0.1999348268541507,25.742666305220272,38.91610176478766,50.188520525245686,25.742666305220272,50.188520525245686,False,,-0.31666195320829393,0.8128,1.0,0.08401783691587299,0.924,-0.10845043568871912,0.8128,valid,,,,,False,ok,False,,A. O. Smith Corporation,Industrials,Industrial - Machinery,general_dcf,7892517177.999999,0.924,0.22252654430285335,0.2108640304651065,0.1032396574999948,0.11928688680285855,0.17426573959201086,0.17574706299771348,0.026568913605153677,0.6509000131388779,0.0036029450159260614,-0.038406661410573695,,8.0,2025.0,ttm,2026-07-30,2026-09-18,True,,,,0.07993482685415072,0.042008918457936494,0.125,0.1999348268541507,-0.1999348268541507
85,MTB,227.31,0.004950686490713507,0.022849572875344393,-0.09800851056087434,0.07211211077303958,0.0,0.12,0.25,0.09800851056087434,0.21800851056087434,0.09800851056087434,0.21800851056087434,135.71590319310067,254.49390326316765,321.97307216747635,135.71590319310067,321.97307216747635,False,,0.11958956166982371,0.6,0.8,0.10306031066695695,0.5332776206145861,-0.0971504271246556,0.48,valid,,,specialist_model_v1,,False,specialist,False,,M&T Bank Corporation,Financial Services,Banks - Regional,bank,32944720230.0,,,,,,,,,,,,,,,,,2026-09-18,True,144933000.0,0.563,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model,0.09800851056087434,0.051530155333478475,0.125,0.21800851056087434,-0.21800851056087434
86,PAYX,116.14,0.004572857088351184,0.012936598592204999,-0.07071569311083292,0.06313392427982766,0.0,0.12,0.0,0.07071569311083292,0.19071569311083292,0.07071569311083292,0.19071569311083292,54.58776065828315,82.11005582360258,103.26335358864955,54.58776065828315,103.26335358864955,False,,-0.293007957434109,0.893,1.0,0.0701348086953303,0.9848,-0.107063401407795,0.893,valid,,,,,False,ok,False,,"Paychex, Inc.",Industrials,Staffing & Employment Services,general_dcf,41309007360.0,0.9848,0.26609775216569775,0.11491149872492346,0.08637755582598415,0.1797201963397136,0.39087679209438503,0.3855190417690418,0.08110856046543469,1.1692797399343062,0.014757371007371007,-0.003786515759150011,,8.0,2026.0,ttm,2026-07-17,2026-09-18,True,,,,0.07071569311083292,0.03506740434766515,0.0,0.19071569311083292,-0.19071569311083292
87,ORLY,84.71,0.0043239879218163295,0.016819326463155468,-0.09784322291379789,0.08150052167475227,0.0,0.12,0.25,0.09784322291379789,0.21784322291379787,0.09784322291379789,0.21784322291379787,37.27584096760881,65.5083145245073,86.42608873313443,37.27584096760881,86.42608873313443,False,,-0.2266755456910955,0.9167,1.0,0.09217087229427509,0.9852,-0.10318067353684453,0.9167,valid,,,,,False,ok,False,,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,general_dcf,70200447650.0,0.9852,0.3780374789056834,0.19740063058460058,0.07283373191760481,0.3052037469880786,0.19813277759802017,0.19555891104307527,0.09309116056016165,2.2364087579477303,0.0017398535945232336,-0.036963905694126664,,8.0,2025.0,ttm,2026-08-07,2026-09-18,True,,,,0.09784322291379789,0.046085436147137546,0.125,0.21784322291379787,-0.21784322291379787
88,MCD,248.24,-0.0003214214222680041,0.01675500154960903,-0.13276381469331677,0.0979681259050267,0.0,0.12,0.25,0.13276381469331677,0.25276381469331677,0.13276381469331677,0.25276381469331677,92.54330929348748,190.11452592707752,276.1072351743202,92.54330929348748,276.1072351743202,False,,-0.2341503145058108,0.8189,1.0,0.12079897029917173,0.9319,-0.10324499845039097,0.8189,valid,,,,,False,ok,False,,McDonald's Corporation,Consumer Cyclical,Restaurants,general_dcf,176376009440.0,0.9319,0.18961775705941464,0.13139506502445034,0.06946819508748933,0.1201495619719253,0.43523389640373805,0.4583814611608432,0.03411765915312581,3.5930504510524557,0.006635802469135803,-0.012660165475957386,elevated_leverage,8.0,2025.0,ttm,2026-08-07,2026-09-18,True,,,,0.13276381469331677,0.06039948514958587,0.125,0.25276381469331677,-0.25276381469331677
