ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941741000.0,0.502,1050276650250.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,1115.25,2026-09-11,1050276650250.0,3219114629.291818,True
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144459999.9999995,0.175,688063249200.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,165.99,2026-09-11,687938915400.0,2247082743.7639394,True
JNJ,Johnson & Johnson,NYSE,common_stock,False,1962-01-02,Healthcare,Drug Manufacturers - General,US,2409898415.9989457,0.235,640020821321.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,265.58,2026-09-11,640020821321.0,1971430868.4960606,True
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792820.9989886,0.281,454171762566.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,257.12,2026-09-11,454277770135.25995,1418592507.790303,True
ORCL,Oracle Corporation,NYSE,common_stock,False,1986-03-12,Technology,Software - Infrastructure,US,2880470000.0,1.732,432502570500.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,150.28,2026-09-11,432877031600.0,4768294115.219394,True
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.491,426222316000.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,214.01,2026-09-11,426222316000.0,1534905023.0309093,True
KO,The Coca-Cola Company,NYSE,common_stock,False,1962-01-02,Consumer Defensive,Beverages - Non-Alcoholic,US,4302548934.001585,0.342,379872045383.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,88.29,2026-09-11,379872045382.99994,1466649097.4257576,True
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.594,377063629090.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,818.57,2026-09-11,377063629090.0,2613162144.6945453,True
DELL,Dell Technologies Inc.,NYSE,common_stock,False,2016-08-17,Technology,Computer Hardware,US,664250942.9999647,1.409,376723279813.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,567.29,2026-09-11,376822917454.44995,3511015219.6260605,True
MRK,"Merck & Co., Inc.",NYSE,common_stock,False,1978-01-13,Healthcare,Drug Manufacturers - General,US,2469820000.0,0.226,355493541700.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,143.93,2026-09-11,355481192600.0,1431517488.3024244,True
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2377208937.0000687,0.377,345337142278.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,145.27,2026-09-11,345337142278.0,1331473304.6751516,True
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144403.9990504,0.622,344268462112.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,379.09,2026-09-11,344268462112.0,2217395254.5851517,True
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997117000.0,0.955,307849902580.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,308.74,2026-09-11,307849902580.0,1408676436.6066666,True
PM,Philip Morris International Inc.,NYSE,common_stock,False,2008-03-17,Consumer Defensive,Tobacco,US,1558610000.0,0.395,297788026600.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,191.06,2026-09-11,297788026600.0,912974160.9584849,True
RTX,RTX Corporation,NYSE,common_stock,False,1952-09-15,Industrials,Aerospace & Defense,US,1347758101.0016186,0.287,266424821406.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,197.68,2026-09-11,266424821405.99997,930436674.7954545,True
ANET,"Arista Networks, Inc.",NYSE,common_stock,False,2014-06-06,Technology,Computer Hardware,US,1259169437.9978957,1.617,251317628130.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,199.59,2026-09-11,251317628130.0,1351571249.3360605,True
IBM,International Business Machines Corporation,NYSE,common_stock,False,1915-09-24,Technology,Information Technology Services,US,942134000.0,0.705,229211780860.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,243.29,2026-09-11,229211780860.0,2005265563.2363636,True
TMO,Thermo Fisher Scientific Inc.,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Diagnostics & Research,US,371620999.99999994,0.854,226621918220.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,609.82,2026-09-11,226621918219.99997,1176356895.3727274,True
VZ,Verizon Communications Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,4175560000.0,0.24,211325091600.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,50.61,2026-09-11,211325091600.0,1215119260.0239394,True
APH,Amphenol Corporation,NYSE,common_stock,False,1991-11-08,Technology,"Hardware, Equipment & Parts",US,2465960000.0,1.242,206943363200.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,83.92,2026-09-11,206943363200.0,1403077567.0533333,True
CRM,"Salesforce, Inc.",NYSE,common_stock,False,2004-06-23,Technology,Software - Application,US,819000000.0,1.202,202882680000.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,247.72,2026-09-11,202882680000.0,2893264244.122424,True
DIS,The Walt Disney Company,NYSE,common_stock,False,1957-11-12,Communication Services,Entertainment,US,1736510000.0,1.409,184999092850.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,106.55,2026-09-11,185025140500.0,1079356687.1157575,True
DE,Deere & Company,NYSE,common_stock,False,1972-06-01,Industrials,Agricultural - Machinery,US,269937425.00073993,0.911,182407515570.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,675.74,2026-09-11,182407515570.0,743445354.0833334,True
MCD,McDonald's Corporation,NYSE,common_stock,False,1965-04-21,Consumer Cyclical,Restaurants,US,710506000.0,0.414,179424080180.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,252.53,2026-09-11,179424080180.0,1241741999.1490908,True
T,AT&T Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,6852390000.0,0.417,178504759500.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,26.06,2026-09-11,178573283400.0,1367686748.857576,True
ABT,Abbott Laboratories,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Devices,US,1730383371.9988232,0.586,176429888609.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,101.95,2026-09-11,176412584775.28003,1101121369.3921213,True
UNP,Union Pacific Corporation,NYSE,common_stock,False,1980-01-02,Industrials,Railroads,US,594075497.9992968,0.966,168955071631.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,284.4,2026-09-11,168955071631.0,781191174.5081818,True
COP,ConocoPhillips,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Exploration & Production,US,1218294006.9967237,0.134,167332681861.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,137.35,2026-09-11,167332681861.0,832357970.3451515,True
PFE,Pfizer Inc.,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,5699440000.0,0.299,157988476800.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,27.72,2026-09-11,157988476800.0,1114702470.441212,True
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599013.0040462,1.159,145891381262.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,71.67,2026-09-11,145891381262.0,1374637848.7778788,True
GLW,Corning Inc,NYSE,common_stock,False,1981-12-31,Technology,"Hardware, Equipment & Parts",US,861387999.9999999,1.151,143300507680.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,166.4,2026-09-11,143334963200.0,2223602650.334545,True
DHR,Danaher Corporation,NYSE,common_stock,False,1978-12-29,Healthcare,Medical - Diagnostics & Research,US,702986053.9988004,0.808,140639389963.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,200.14,2026-09-11,140695628847.31992,960517019.140606,True
TJX,"The TJX Companies, Inc.",NYSE,common_stock,False,1987-06-26,Consumer Cyclical,Apparel - Retail,US,1104704445.9969847,0.593,139225901329.0,2026-09-11,fmp:company-screener,2026-09-12T02:19:47.468430+00:00,126.02,2026-09-11,139214854284.54,973317139.8524243,True
