ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941740999.9999999,0.506,1111405058560.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,1180.16,2026-08-14,1111405058560.0,3483616256.6661286,True
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144460000.0,0.162,663486601400.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,160.09,2026-08-14,663486601400.0,2405037610.246774,True
JNJ,Johnson & Johnson,NYSE,common_stock,False,1962-01-02,Healthcare,Drug Manufacturers - General,US,2409898416.0015364,0.231,627417052606.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,260.35,2026-08-14,627417052606.0,1930612617.8132257,True
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792820.9981961,0.28,440726469198.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,249.46,2026-08-14,440744137126.21,1756169852.101613,True
ORCL,Oracle Corporation,NYSE,common_stock,False,1986-03-12,Technology,Software - Infrastructure,US,2880470000.0,1.718,432992250400.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,150.32,2026-08-14,432992250400.0,5185313432.945484,True
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.488,398339916000.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,200.01,2026-08-14,398339916000.0,1700753174.7148387,True
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.605,394567835090.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,856.57,2026-08-14,394567835090.0,3148785188.443871,True
KO,The Coca-Cola Company,NYSE,common_stock,False,1962-01-02,Consumer Defensive,Beverages - Non-Alcoholic,US,4302548933.9984045,0.342,377376567001.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,87.71,2026-08-14,377376567001.00006,1478946490.303871,True
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144404.0001991,0.632,364828851419.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,401.73,2026-08-14,364828851419.0,2427947352.546774,True
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2377208936.9975786,0.377,343625551843.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,144.55,2026-08-14,343625551843.0,1289032131.1,True
