ticker,name,sector,industry,final_bucket,decision_stage,decision_reason,rank,eligible,robust_return,expected_irr,median_irr,p10_irr,worst_case_hurdle_gap,business_quality,model_confidence,data_confidence,evidence_confidence,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,168,False,-0.3060230365215102,-0.048527405454933586,-0.03489509905994051,-0.1860230365215102,0.3060230365215102,0.9387,0.58716,0.85,0.499086,False,
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,147,False,-0.2888343557679809,0.04665324676191854,0.08519458068865782,-0.1688343557679809,0.2888343557679809,0.2635723426046663,0.6,0.8,0.48,False,
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,128,False,-0.268510166910236,-0.06734888566754735,-0.05372189765979474,-0.148510166910236,0.268510166910236,0.5899339399080994,0.6,0.8,0.48,False,
V,Visa Inc.,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,100,False,-0.231625814231229,-0.029139306583965633,-0.020662404759786993,-0.111625814231229,0.231625814231229,0.9508,0.9164,1.0,0.9164,False,
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,watchlist,step5_quality_risk,insufficient_model_confidence,,,,,,,,,0.3384,1.0,,,
CAT,Caterpillar Inc.,Industrials,Agricultural - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,280,False,-0.5566293425431648,-0.2862238587786123,-0.2668630779495288,-0.4366293425431648,0.5566293425431648,0.7055,0.6441,1.0,0.6441,False,
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,162,False,-0.3000722889005555,-0.017170079671996023,0.00011640745797197337,-0.18007228890055552,0.3000722889005555,0.8484,0.6381,1.0,0.6381,False,
MA,Mastercard Incorporated,Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
ORCL,Oracle Corporation,Technology,Software - Infrastructure,watchlist,step2_material_event_gate,material_event_requires_reunderwriting,,,,,,,,,,,,,
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,167,False,-0.30590923745069387,-0.09356296043771295,-0.07757934815996914,-0.18590923745069388,0.30590923745069387,0.5354501514449489,0.6,0.8,0.48,False,
UNH,UnitedHealth Group Incorporated,Healthcare,Medical - Healthcare Plans,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,47,False,-0.1509823168907314,0.018719613546636562,0.013756370168994208,-0.030982316890731425,0.1509823168907314,0.7442,0.666792,1.0,0.666792,False,
GE,GE Aerospace,Industrials,Aerospace & Defense,hard_filter_rejected,step2_hard_filters,security_type,,,,,,,,,,,,,
